MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Francis Maude","Horsham CC","","","£13,603.33","£0.00","","","","£127,495.11","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,098.44","","","","£9,148.66","£0.00","","Uncapped","£2,187.19","Uncapped","£0.00","£11,335.85","£152,434.29"
"Frank Dobson","Holborn and St Pancras BC","","","£2,680.39","£0.00","","","","£126,861.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£129,541.39","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£129,541.39"
"Frank Doran","Aberdeen North BC","","","£20,894.89","£0.00","","","","£113,645.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,540.09","","","","£14,089.29","£0.00","","Uncapped","£24,945.02","Uncapped","£0.00","£39,034.31","£173,574.40"
"Frank Field","Birkenhead BC","","","£8,090.09","£0.00","","","","£114,379.84","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,469.93","","","","£0.00","£0.00","","Uncapped","£9,360.48","Uncapped","£0.00","£9,360.48","£131,830.41"
"Frank Roy","Motherwell and Wishaw BC","","","£11,950.67","£0.00","","","","£102,992.37","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£114,943.04","","","","£18,754.80","£0.00","","Uncapped","£16,500.08","Uncapped","£0.00","£35,254.88","£150,197.92"
"Gareth Johnson","Dartford CC","","","£24,016.50","£0.00","","","","£86,136.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£110,153.44","","","","£0.00","£0.00","","Uncapped","£9,070.18","Uncapped","£0.00","£9,070.18","£119,223.62"
"Gareth Thomas","Harrow West BC","","","£19,542.47","£0.00","","","","£114,305.30","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,847.77","","","","£0.00","£0.00","","Uncapped","£204.55","Uncapped","£135.80","£340.35","£134,188.12"
"Gary Streeter","South West Devon CC","","","£17,299.64","£0.00","","","","£111,534.78","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£128,834.42","","","","£19,905.64","£0.00","","Uncapped","£10,172.40","Uncapped","£0.00","£30,078.04","£158,912.46"
"Gavin Barwell","Croydon Central BC","","","£20,653.12","£0.00","","","","£102,211.13","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,864.25","","","","£0.00","£0.00","","Uncapped","£404.55","Uncapped","£0.00","£404.55","£123,268.80"
"Gavin Shuker","Luton South BC","","","£10,454.81","£0.00","","","","£132,706.85","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,161.66","","","","£2,310.25","£0.00","","Uncapped","£3,901.97","Uncapped","£0.00","£6,212.22","£149,373.88"
"Gavin Williamson","South Staffordshire CC","","","£16,282.73","£0.00","","","","£65,516.85","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£81,799.58","","","","£17,864.27","£0.00","","Uncapped","£5,799.06","Uncapped","£232.90","£23,896.23","£105,695.81"
"Gemma Doyle","West Dunbartonshire CC","","","£22,489.32","£0.00","","","","£80,355.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£102,844.33","","","","£0.00","£0.00","","Uncapped","£14,837.31","Uncapped","£0.00","£14,837.31","£117,681.64"
"Geoffrey Clifton-Brown","The Cotswolds CC","","","£11,260.66","£0.00","","","","£102,124.32","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,384.98","","","","£0.00","£0.00","","Uncapped","£4,297.59","Uncapped","£0.00","£4,297.59","£117,682.57"
"Geoffrey Cox","Torridge and West Devon CC","","","£27,313.35","£0.00","","","","£106,998.97","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,312.32","","","","£9,754.05","£0.00","","Uncapped","£12,591.14","Uncapped","£931.64","£23,276.83","£157,589.15"
"Geoffrey Robinson","Coventry North West BC","","","£20,047.96","£0.00","","","","£127,562.76","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,610.72","","","","£0.00","£0.00","","Uncapped","£10,509.40","Uncapped","£0.00","£10,509.40","£158,120.12"
"George Eustice","Camborne and Redruth CC","","","£9,758.71","£0.00","","","","£104,165.07","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,923.78","","","","£0.00","£0.00","","Uncapped","£12,189.38","Uncapped","£0.00","£12,189.38","£126,113.16"
"George Freeman","Mid Norfolk CC","","","£19,512.90","£0.00","","","","£113,215.71","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£132,728.61","","","","£3,960.00","£0.00","","Uncapped","£6,378.17","Uncapped","£0.00","£10,338.17","£143,066.78"
"George Galloway","Bradford West BC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£90.90","Uncapped","£0.00","£90.90","£90.90"
"George Hollingbery","Meon Valley CC","","","£4,762.28","£0.00","","","","£113,042.76","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£117,805.04","","","","£0.00","£0.00","","Uncapped","£390.95","Uncapped","£0.00","£390.95","£118,195.99"
"George Howarth","Knowsley BC","","","£18,143.56","£0.00","","","","£105,651.08","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£123,794.64","","","","£19,783.03","£0.00","","Uncapped","£6,735.05","Uncapped","£0.00","£26,518.08","£150,312.72"
"George Mudie","Leeds East BC","","","£19,104.80","£0.00","","","","£114,619.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,724.48","","","","£0.00","£0.00","","Uncapped","£7,311.95","Uncapped","£1,564.00","£8,875.95","£142,600.43"
"George Osborne","Tatton CC","","","£3,738.36","£0.00","","","","£105,933.69","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£109,672.05","","","","£0.00","£0.00","","Uncapped","£1,590.50","Uncapped","£0.00","£1,590.50","£111,262.55"
"George Young","North West Hampshire CC","","","£12,141.48","£0.00","","","","£78,238.49","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£90,379.97","","","","£17,450.26","£0.00","","Uncapped","£4,042.90","Uncapped","£0.00","£21,493.16","£111,873.13"
"Geraint Davies","Swansea West BC","","","£20,071.51","£0.00","","","","£96,271.28","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£116,342.79","","","","£6,119.60","£0.00","","Uncapped","£8,340.96","Uncapped","£0.00","£14,460.56","£130,803.35"
"Gerald Howarth","Aldershot BC","","","£16,789.17","£0.00","","","","£91,826.97","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£108,616.14","","","","£0.00","£0.00","","Uncapped","£1,494.20","Uncapped","£0.00","£1,494.20","£110,110.34"
"Gerald Kaufman","Manchester, Gorton BC","","","£6,959.59","£0.00","","","","£112,348.25","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£119,307.84","","","","£3,718.97","£0.00","","Uncapped","£9,783.54","Uncapped","£0.00","£13,502.51","£132,810.35"
"Gerry Sutcliffe","Bradford South BC","","","£22,163.94","£0.00","","","","£100,503.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,667.54","","","","£16,900.00","£0.00","","Uncapped","£11,379.66","Uncapped","£0.00","£28,279.66","£150,947.20"
"Gisela Stuart","Birmingham, Edgbaston BC","","","£16,417.45","£0.00","","","","£106,339.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,756.81","","","","£10,678.59","£0.00","","Uncapped","£5,172.30","Uncapped","£0.00","£15,850.89","£138,607.70"
"Glenda Jackson","Hampstead and Kilburn BC","","","£16,736.17","£0.00","","","","£127,518.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,254.58","","","","£0.00","£0.00","","Uncapped","£44.00","Uncapped","£0.00","£44.00","£144,298.58"
"Gloria De Piero","Ashfield CC","","","£14,397.86","£0.00","","","","£106,578.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£120,976.36","","","","£18,120.62","£0.00","","Uncapped","£4,202.88","Uncapped","£0.00","£22,323.50","£143,299.86"
"Glyn Davies","Montgomeryshire CC","","","£19,718.63","£0.00","","","","£101,783.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£121,501.64","","","","£19,382.94","£0.00","","Uncapped","£11,307.40","Uncapped","£0.00","£30,690.34","£152,191.98"
"Gordon Banks","Ochil and South Perthshire CC","","","£24,898.11","£0.00","","","","£111,825.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,723.79","","","","£18,486.69","£0.00","","Uncapped","£20,912.13","Uncapped","£0.00","£39,398.82","£176,122.61"
"Gordon Birtwistle","Burnley BC","","","£17,148.17","£0.00","","","","£113,469.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,617.83","","","","£18,574.88","£0.00","","Uncapped","£9,797.70","Uncapped","£0.00","£28,372.58","£158,990.41"
"Gordon Brown","Kirkcaldy and Cowdenbeath CC","","","£12,546.06","£0.00","","","","£101,193.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,739.10","","","","£0.00","£0.00","","Uncapped","£14,887.64","Uncapped","£0.00","£14,887.64","£128,626.74"
"Gordon Henderson","Sittingbourne and Sheppey CC","","","£14,050.76","£0.00","","","","£96,230.97","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£110,281.73","","","","£0.00","£0.00","","Uncapped","£8,471.50","Uncapped","£0.00","£8,471.50","£118,753.23"
"Gordon Marsden","Blackpool South BC","","","£21,708.90","£0.00","","","","£112,975.43","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,684.33","","","","£7,878.40","£0.00","","Uncapped","£6,634.13","Uncapped","£0.00","£14,512.53","£149,196.86"
"Graeme Morrice","Livingston CC","","","£20,471.96","£0.00","","","","£110,416.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,888.43","","","","£19,879.75","£0.00","","Uncapped","£6,819.50","Uncapped","£0.00","£26,699.25","£157,587.68"
"Graham Allen","Nottingham North BC","","","£20,567.61","£0.00","","","","£98,705.96","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£119,273.57","","","","£10,350.42","£0.00","","Uncapped","£8,307.50","Uncapped","£0.00","£18,657.92","£137,931.49"
"Graham Brady","Altrincham and Sale West BC","","","£19,463.94","£0.00","","","","£114,026.21","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,490.15","","","","£4,462.36","£0.00","","Uncapped","£10,777.93","Uncapped","£0.00","£15,240.29","£148,730.44"
"Graham Evans","Weaver Vale CC","","","£16,707.59","£0.00","","","","£112,515.37","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£129,222.96","","","","£21,051.84","£0.00","","Uncapped","£12,502.47","Uncapped","£0.00","£33,554.31","£162,777.27"
"Graham Jones","Hyndburn BC","","","£22,071.18","£0.00","","","","£103,180.84","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,252.02","","","","£21,554.51","£0.00","","Uncapped","£4,954.06","Uncapped","£0.00","£26,508.57","£151,760.59"
"Graham Stringer","Blackley and Broughton BC","","","£13,195.84","£0.00","","","","£108,387.07","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£121,582.91","","","","£13,679.80","£0.00","","Uncapped","£10,216.55","Uncapped","£0.00","£23,896.35","£145,479.26"
"Graham Stuart","Beverley and Holderness CC","","","£15,319.93","£0.00","","","","£109,210.89","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£124,530.82","","","","£18,313.85","£0.00","","Uncapped","£7,188.61","Uncapped","£0.00","£25,502.46","£150,033.28"
"Grahame Morris","Easington CC","","","£19,163.27","£0.00","","","","£123,346.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,509.95","","","","£19,703.89","£0.00","","Uncapped","£6,143.40","Uncapped","£0.00","£25,847.29","£168,357.24"
"Grant Shapps","Welwyn Hatfield CC","","","£16,870.94","£0.00","","","","£107,694.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£124,564.98","","","","£0.00","£0.00","","Uncapped","£5,427.50","Uncapped","£0.00","£5,427.50","£129,992.48"
"Greg Clark","Tunbridge Wells CC","","","£19,535.50","£0.00","","","","£133,626.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,162.16","","","","£19,332.93","£0.00","","Uncapped","£1,120.22","Uncapped","£0.00","£20,453.15","£173,615.31"
"Greg Hands","Chelsea and Fulham BC","","","£7,157.20","£0.00","","","","£105,813.59","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£112,970.79","","","","£0.00","£0.00","","Uncapped","£640.81","Uncapped","£798.09","£1,438.90","£114,409.69"
"Greg Knight","East Yorkshire CC","","","£9,228.24","£0.00","","","","£113,751.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,980.03","","","","£20,126.48","£0.00","","Uncapped","£8,471.60","Uncapped","£0.00","£28,598.08","£151,578.11"
"Greg Mulholland","Leeds North West BC","","","£20,693.73","£0.00","","","","£136,661.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,355.36","","","","£19,814.99","£0.00","","Uncapped","£11,662.81","Uncapped","£0.00","£31,477.80","£188,833.16"
"Gregg McClymont","Cumbernauld, Kilsyth and Kirkintilloch East CC","","","£18,433.13","£0.00","","","","£113,073.15","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,506.28","","","","£5,404.26","£0.00","","Uncapped","£19,346.99","Uncapped","£0.00","£24,751.25","£156,257.53"
"Gregory Barker","Bexhill and Battle CC","","","£15,430.13","£0.00","","","","£96,078.53","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£111,508.66","","","","£23,904.75","£0.00","","Uncapped","£3,118.37","Uncapped","£0.00","£27,023.12","£138,531.78"
"Gregory Campbell","East Londonderry","","","£5,093.92","£0.00","","","","£82,907.90","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£88,001.82","","","","£7,068.43","£0.00","","Uncapped","£26,499.87","Uncapped","£0.00","£33,568.30","£121,570.12"
"Guto Bebb","Aberconwy CC","","","£16,578.96","£0.00","","","","£110,137.91","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,716.87","","","","£19,613.39","£0.00","","Uncapped","£17,155.18","Uncapped","£75.00","£36,843.57","£163,560.44"
"Guy Opperman","Hexham CC","","","£17,306.50","£0.00","","","","£96,738.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£114,044.86","","","","£7,226.66","£0.00","","Uncapped","£3,102.63","Uncapped","£0.00","£10,329.29","£124,374.15"
"Harriet Harman","Camberwell and Peckham BC","","","£23,626.92","£0.00","","","","£131,547.55","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,174.47","","","","£0.00","£0.00","","Uncapped","£15.62","Uncapped","£114.00","£129.62","£155,304.09"
"Harriett Baldwin","West Worcestershire CC","","","£17,038.05","£0.00","","","","£114,642.72","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,680.77","","","","£4,787.73","£0.00","","Uncapped","£7,536.50","Uncapped","£0.00","£12,324.23","£144,005.00"
"Hazel Blears","Salford and Eccles BC","","","£19,948.94","£0.00","","","","£106,500.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,448.94","","","","£13,979.04","£0.00","","Uncapped","£8,118.50","Uncapped","£0.00","£22,097.54","£148,546.48"
"Heather Wheeler","South Derbyshire CC","","","£20,136.67","£0.00","","","","£87,396.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£107,532.71","","","","£20,696.12","£0.00","","Uncapped","£9,066.50","Uncapped","£0.00","£29,762.62","£137,295.33"
"Heidi Alexander","Lewisham East BC","","","£19,404.15","£0.00","","","","£107,722.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,127.01","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£1,526.93","£1,526.93","£128,653.94"
"Helen Goodman","Bishop Auckland CC","","","£21,573.14","£0.00","","","","£116,686.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,259.84","","","","£7,551.20","£0.00","","Uncapped","£19,752.07","Uncapped","£0.00","£27,303.27","£165,563.11"
"Helen Grant","Maidstone and The Weald CC","","","£16,817.40","£0.00","","","","£95,886.75","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£112,704.15","","","","£2,383.33","£0.00","","Uncapped","£974.40","Uncapped","£0.00","£3,357.73","£116,061.88"
"Helen Jones","Warrington North BC","","","£21,286.98","£0.00","","","","£105,564.17","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,851.15","","","","£18,256.16","£0.00","","Uncapped","£8,561.48","Uncapped","£0.00","£26,817.64","£153,668.79"
"Henry Bellingham","North West Norfolk CC","","","£14,684.04","£0.00","","","","£112,557.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,241.05","","","","£7,010.88","£0.00","","Uncapped","£4,523.70","Uncapped","£0.00","£11,534.58","£138,775.63"
"Henry Smith","Crawley BC","","","£16,075.84","£0.00","","","","£99,273.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£115,349.47","","","","£0.00","£0.00","","Uncapped","£5,183.90","Uncapped","£0.00","£5,183.90","£120,533.37"
"Hilary Benn","Leeds Central BC","","","£20,585.18","£0.00","","","","£99,445.34","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£120,030.52","","","","£3,947.81","£0.00","","Uncapped","£8,624.10","Uncapped","£0.00","£12,571.91","£132,602.43"
"Hugh Bayley","York Central BC","","","£19,971.26","£0.00","","","","£118,415.38","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,386.64","","","","£6,311.70","£0.00","","Uncapped","£11,215.75","Uncapped","£0.00","£17,527.45","£155,914.09"
"Hugh Robertson","Faversham and Mid Kent CC","","","£13,320.91","£0.00","","","","£70,626.93","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£83,947.84","","","","£22,204.74","£0.00","","Uncapped","£3,705.40","Uncapped","£0.00","£25,910.14","£109,857.98"
"Hugo Swire","East Devon CC","","","£10,100.77","£0.00","","","","£107,365.76","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£117,466.53","","","","£16,037.33","£0.00","","Uncapped","£5,302.20","Uncapped","£225.20","£21,564.73","£139,031.26"
"Huw Irranca-Davies","Ogmore CC","","","£16,118.45","£0.00","","","","£110,754.11","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,872.56","","","","£13,204.31","£0.00","","Uncapped","£8,627.83","Uncapped","£0.00","£21,832.14","£148,704.70"
"Hywel Francis","Aberavon CC","","","£20,715.32","£0.00","","","","£104,508.48","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,223.80","","","","£9,987.95","£0.00","","Uncapped","£7,395.31","Uncapped","£0.00","£17,383.26","£142,607.06"
"Hywel Williams","Arfon CC","","","£18,378.40","£0.00","","","","£107,740.65","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,119.05","","","","£19,347.03","£0.00","","Uncapped","£8,473.85","Uncapped","£0.00","£27,820.88","£153,939.93"
"Iain Duncan Smith","Chingford and Woodford Green BC","","","£20,112.30","£0.00","","","","£106,829.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,941.90","","","","£0.00","£0.00","","Uncapped","£629.20","Uncapped","£0.00","£629.20","£127,571.10"
"Iain McKenzie","Inverclyde CC","","","£13,979.07","£0.00","","","","£56,737.83","£0.00","n/a","","£6,251.85","£0.00","n/a","","£0.00","£0.00","£76,968.75","","","","£12,969.25","£0.00","","Uncapped","£14,874.10","Uncapped","£1,161.60","£29,004.95","£105,973.70"
"Iain Stewart","Milton Keynes South BC","","","£11,509.41","£0.00","","","","£112,033.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£123,543.14","","","","£8,250.00","£0.00","","Uncapped","£3,045.75","Uncapped","£359.85","£11,655.60","£135,198.74"
"Iain Wright","Hartlepool BC","","","£14,303.90","£0.00","","","","£111,370.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,674.58","","","","£0.00","£0.00","","Uncapped","£2,942.10","Uncapped","£0.00","£2,942.10","£128,616.68"
"Ian Austin","Dudley North BC","","","£15,583.93","£0.00","","","","£111,844.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,428.56","","","","£19,385.24","£0.00","","Uncapped","£6,957.40","Uncapped","£0.00","£26,342.64","£153,771.20"
"Ian Davidson","Glasgow South West BC","","","£17,700.30","£0.00","","","","£79,450.64","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£97,150.94","","","","£2,469.15","£0.00","","Uncapped","£12,474.33","Uncapped","£0.00","£14,943.48","£112,094.42"
"Ian Lavery","Wansbeck CC","","","£17,058.15","£0.00","","","","£116,058.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,116.61","","","","£18,558.20","£0.00","","Uncapped","£14,214.00","Uncapped","£0.00","£32,772.20","£165,888.81"
"Ian Liddell-Grainger","Bridgwater and West Somerset CC","","","£18,061.62","£0.00","","","","£132,086.16","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£150,147.78","","","","£21,144.50","£0.00","","Uncapped","£9,369.40","Uncapped","£0.00","£30,513.90","£180,661.68"
"Ian Lucas","Wrexham CC","","","£21,196.77","£0.00","","","","£104,039.18","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,235.95","","","","£19,575.36","£0.00","","Uncapped","£4,801.20","Uncapped","£0.00","£24,376.56","£149,612.51"
"Ian Mearns","Gateshead BC","","","£20,538.26","£0.00","","","","£110,336.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,874.26","","","","£17,957.52","£0.00","","Uncapped","£10,720.85","Uncapped","£180.75","£28,859.12","£159,733.38"
"Ian Murray","Edinburgh South BC","","","£25,552.24","£0.00","","","","£117,448.59","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,000.83","","","","£19,888.84","£0.00","","Uncapped","£11,008.52","Uncapped","£0.00","£30,897.36","£173,898.19"
"Ian Paisley","North Antrim","","","£21,259.07","£0.00","","","","£114,660.84","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,919.91","","","","£25,750.21","£0.00","","Uncapped","£32,461.42","Uncapped","£0.00","£58,211.63","£194,131.54"
"Ian Swales","Redcar BC","","","£12,867.44","£0.00","","","","£102,809.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£115,677.30","","","","£19,580.04","£0.00","","Uncapped","£5,028.83","Uncapped","£0.00","£24,608.87","£140,286.17"
"Ivan Lewis","Bury South BC","","","£20,980.48","£0.00","","","","£115,304.54","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,285.02","","","","£18,884.89","£0.00","","Uncapped","£8,760.68","Uncapped","£0.00","£27,645.57","£163,930.59"
"Jack Dromey","Birmingham, Erdington BC","","","£21,500.00","£0.00","","","","£117,510.64","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,010.64","","","","£8,876.44","£0.00","","Uncapped","£7,015.39","Uncapped","£0.00","£15,891.83","£154,902.47"
"Jack Lopresti","Filton and Bradley Stoke CC","","","£22,162.76","£0.00","","","","£116,884.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,046.80","","","","£11,233.18","£0.00","","Uncapped","£4,422.15","Uncapped","£0.00","£15,655.33","£154,702.13"
"Jack Straw","Blackburn BC","","","£24,082.51","£0.00","","","","£114,731.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,813.71","","","","£2,050.26","£0.00","","Uncapped","£5,830.30","Uncapped","£0.00","£7,880.56","£146,694.27"
"Jackie Doyle-Price","Thurrock BC","","","£19,655.96","£0.00","","","","£103,404.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£123,060.25","","","","£0.00","£0.00","","Uncapped","£1,059.05","Uncapped","£0.00","£1,059.05","£124,119.30"
"Jacob Rees-Mogg","North East Somerset CC","","","£881.27","£0.00","","","","£91,593.67","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£92,474.94","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£92,474.94"
"Jake Berry","Rossendale and Darwen BC","","","£19,163.08","£0.00","","","","£113,131.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£132,294.12","","","","£19,900.05","£0.00","","Uncapped","£9,615.94","Uncapped","£156.87","£29,672.86","£161,966.98"
"James Arbuthnot","North East Hampshire CC","","","£13,064.89","£0.00","","","","£105,085.87","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£118,150.76","","","","£12,743.44","£0.00","","Uncapped","£2,075.00","Uncapped","£0.00","£14,818.44","£132,969.20"
"James Brokenshire","Old Bexley and Sidcup BC","","","£5,784.94","£0.00","","","","£98,315.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£104,099.98","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£104,099.98"
"James Clappison","Hertsmere CC","","","£1,449.63","£0.00","","","","£82,105.71","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£83,555.34","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£239.00","£239.00","£83,794.34"
"James Duddridge","Rochford and Southend East CC","","","£17,487.08","£0.00","","","","£98,366.05","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£115,853.13","","","","£6,386.59","£0.00","","Uncapped","£4,190.37","Uncapped","£0.00","£10,576.96","£126,430.09"
"James Gray","North Wiltshire CC","","","£18,921.72","£0.00","","","","£114,530.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,452.52","","","","£15,716.00","£0.00","","Uncapped","£10,383.85","Uncapped","£0.00","£26,099.85","£159,552.37"
"James Morris","Halesowen and Rowley Regis BC","","","£17,673.37","£0.00","","","","£103,320.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£120,993.97","","","","£8,813.43","£0.00","","Uncapped","£5,041.77","Uncapped","£0.00","£13,855.20","£134,849.17"
"James Paice","South East Cambridgeshire CC","","","£6,067.07","£0.00","","","","£112,667.82","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£118,734.89","","","","£8,327.58","£0.00","","Uncapped","£3,932.75","Uncapped","£0.00","£12,260.33","£130,995.22"
