MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Andy Burnham","Leigh CC","","","£14,443.09","£0.00","","","","£112,909.03","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,352.12","","","","£14,929.27","£0.00","","Uncapped","£6,316.72","Uncapped","£0.00","£21,245.99","£148,598.11"
"Andy Love","Edmonton BC","","","£21,334.25","£0.00","","","","£124,358.64","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,692.89","","","","£0.00","£0.00","","Uncapped","£1,255.03","Uncapped","£0.00","£1,255.03","£146,947.92"
"Andy Slaughter","Hammersmith BC","","","£23,614.00","£0.00","","","","£142,600.08","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£166,214.08","","","","£0.00","£0.00","","Uncapped","£2,144.50","Uncapped","£0.00","£2,144.50","£168,358.58"
"Angela Eagle","Wallasey BC","","","£16,303.28","£0.00","","","","£114,806.27","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,109.55","","","","£4,159.01","£0.00","","Uncapped","£5,906.65","Uncapped","£0.00","£10,065.66","£141,175.21"
"Angela Smith","Penistone and Stocksbridge CC","","","£18,578.42","£0.00","","","","£109,026.19","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,604.61","","","","£19,800.20","£0.00","","Uncapped","£6,491.25","Uncapped","£0.00","£26,291.45","£153,896.06"
"Angela Watkinson","Hornchurch and Upminster BC","","","£16,254.30","£0.00","","","","£107,720.88","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£123,975.18","","","","£0.00","£0.00","","Uncapped","£1,315.65","Uncapped","£0.00","£1,315.65","£125,290.83"
"Angie Bray","Ealing Central and Acton BC","","","£11,839.31","£0.00","","","","£117,706.84","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£129,546.15","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£129,546.15"
"Angus MacNeil","Na h-Eileanan an Iar CC","","","£15,499.09","£0.00","","","","£112,773.62","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£128,272.71","","","","£14,808.10","£0.00","","Uncapped","£36,605.82","Uncapped","£418.80","£51,832.72","£180,105.43"
"Angus Robertson","Moray CC","","","£20,672.98","£0.00","","","","£97,419.95","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£118,092.93","","","","£18,121.52","£0.00","","Uncapped","£19,944.13","Uncapped","£0.00","£38,065.65","£156,158.58"
"Ann Clwyd","Cynon Valley CC","","","£23,579.28","£0.00","","","","£86,562.42","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£110,141.70","","","","£5,537.43","£0.00","","Uncapped","£5,964.95","Uncapped","£950.00","£12,452.38","£122,594.08"
"Ann Coffey","Stockport BC","","","£20,087.35","£0.00","","","","£93,720.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,808.08","","","","£4,927.47","£0.00","","Uncapped","£5,386.75","Uncapped","£0.00","£10,314.22","£124,122.30"
"Ann McKechin","Glasgow North BC","","","£23,746.28","£0.00","","","","£118,352.39","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,098.67","","","","£3,337.58","£0.00","","Uncapped","£15,895.38","Uncapped","£0.00","£19,232.96","£161,331.63"
"Anna Soubry","Broxtowe CC","","","£17,865.78","£0.00","","","","£99,054.52","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£116,920.30","","","","£16,891.90","£0.00","","Uncapped","£5,841.95","Uncapped","£0.00","£22,733.85","£139,654.15"
"Anne Begg","Aberdeen South BC","","","£21,092.51","£0.00","","","","£101,801.87","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,894.38","","","","£19,900.00","£0.00","","Uncapped","£18,045.21","Uncapped","£0.00","£37,945.21","£160,839.59"
"Anne Main","St Albans CC","","","£15,225.23","£0.00","","","","£107,454.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,679.54","","","","£0.00","£0.00","","Uncapped","£240.00","Uncapped","£0.00","£240.00","£122,919.54"
"Anne McGuire","Stirling CC","","","£24,560.67","£0.00","","","","£114,580.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,141.37","","","","£17,323.10","£0.00","","Uncapped","£16,468.62","Uncapped","£0.00","£33,791.72","£172,933.09"
"Anne McIntosh","Thirsk and Malton CC","","","£10,627.94","£0.00","","","","£102,251.56","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£112,879.50","","","","£10,000.27","£0.00","","Uncapped","£10,642.95","Uncapped","£0.00","£20,643.22","£133,522.72"
"Anne Milton","Guildford CC","","","£7,256.66","£0.00","","","","£106,920.58","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£114,177.24","","","","£0.00","£0.00","","Uncapped","£745.84","Uncapped","£0.00","£745.84","£114,923.08"
"Anne Morris","Newton Abbot CC","","","£21,496.69","£0.00","","","","£115,219.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,716.19","","","","£19,889.55","£0.00","","Uncapped","£7,168.90","Uncapped","£0.00","£27,058.45","£163,774.64"
"Annette Brooke","Mid Dorset and North Poole CC","","","£11,777.60","£0.00","","","","£97,753.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£109,531.41","","","","£15,231.29","£0.00","","Uncapped","£2,394.43","Uncapped","£0.00","£17,625.72","£127,157.13"
"Austin Mitchell","Great Grimsby BC","","","£19,453.05","£0.00","","","","£118,672.51","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,125.56","","","","£9,608.76","£0.00","","Uncapped","£7,266.65","Uncapped","£5,890.00","£22,765.41","£160,890.97"
"Barbara Keeley","Worsley and Eccles South CC","","","£25,442.84","£0.00","","","","£100,929.26","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,372.10","","","","£0.00","£0.00","","Uncapped","£6,931.99","Uncapped","£0.00","£6,931.99","£133,304.09"
"Barry Gardiner","Brent North BC","","","£23,910.24","£0.00","","","","£151,013.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£174,923.70","","","","£0.00","£0.00","","Uncapped","£2,731.70","Uncapped","£0.00","£2,731.70","£177,655.40"
"Barry Sheerman","Huddersfield BC","","","£21,313.13","£0.00","","","","£104,473.34","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,786.47","","","","£9,472.00","£0.00","","Uncapped","£7,137.05","Uncapped","£708.83","£17,317.88","£143,104.35"
"Ben Bradshaw","Exeter BC","","","£28,376.55","£0.00","","","","£87,166.25","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£115,542.80","","","","£8,588.35","£0.00","","Uncapped","£4,541.80","Uncapped","£0.00","£13,130.15","£128,672.95"
"Ben Gummer","Ipswich BC","","","£23,970.94","£0.00","","","","£98,242.02","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,212.96","","","","£13,648.00","£0.00","","Uncapped","£7,430.73","Uncapped","£0.00","£21,078.73","£143,291.69"
"Ben Wallace","Wyre and Preston North CC","","","£14,124.28","£0.00","","","","£112,289.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,413.74","","","","£23,233.07","£0.00","","Uncapped","£17,257.87","Uncapped","£0.00","£40,490.94","£166,904.68"
"Bernard Jenkin","Harwich and North Essex CC","","","£10,021.70","£0.00","","","","£105,437.96","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£115,459.66","","","","£9,810.62","£0.00","","Uncapped","£2,746.35","Uncapped","£0.00","£12,556.97","£128,016.63"
"Bill Cash","Stone CC","","","£18,616.81","£0.00","","","","£112,469.88","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,086.69","","","","£19,883.90","£0.00","","Uncapped","£9,483.09","Uncapped","£0.00","£29,366.99","£160,453.68"
"Bill Esterson","Sefton Central CC","","","£27,300.35","£0.00","","","","£123,208.88","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£150,509.23","","","","£16,117.20","£0.00","","Uncapped","£13,749.02","Uncapped","£0.00","£29,866.22","£180,375.45"
"Bill Wiggin","North Herefordshire CC","","","£17,424.28","£0.00","","","","£107,778.76","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,203.04","","","","£2,243.20","£0.00","","Uncapped","£6,604.45","Uncapped","£290.64","£9,138.29","£134,341.33"
"Bob Ainsworth","Coventry North East BC","","","£10,963.74","£0.00","","","","£101,825.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£112,789.37","","","","£18,995.71","£0.00","","Uncapped","£5,429.05","Uncapped","£0.00","£24,424.76","£137,214.13"
"Bob Blackman","Harrow East BC","","","£25,310.45","£0.00","","","","£115,580.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,890.46","","","","£0.00","£0.00","","Uncapped","£4,467.90","Uncapped","£0.00","£4,467.90","£145,358.36"
"Bob Neill","Bromley and Chislehurst BC","","","£15,617.53","£0.00","","","","£103,168.45","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£118,785.98","","","","£0.00","£0.00","","Uncapped","£306.00","Uncapped","£0.00","£306.00","£119,091.98"
"Bob Russell","Colchester BC","","","£21,445.77","£0.00","","","","£121,855.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,301.50","","","","£0.00","£0.00","","Uncapped","£3,282.75","Uncapped","£0.00","£3,282.75","£146,584.25"
"Bob Stewart","Beckenham BC","","","£9,140.71","£0.00","","","","£116,261.52","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,402.23","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£239.18","£239.18","£125,641.41"
"Brandon Lewis","Great Yarmouth CC","","","£21,740.02","£0.00","","","","£112,196.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,936.81","","","","£21,452.95","£0.00","","Uncapped","£5,789.62","Uncapped","£0.00","£27,242.57","£161,179.38"
"Brian Binley","Northampton South BC","","","£13,027.77","£0.00","","","","£107,865.90","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£120,893.67","","","","£15,537.12","£0.00","","Uncapped","£4,866.29","Uncapped","£0.00","£20,403.41","£141,297.08"
"Brian Donohoe","Central Ayrshire CC","","","£19,720.70","£0.00","","","","£119,824.82","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,545.52","","","","£17,008.24","£0.00","","Uncapped","£25,907.60","Uncapped","£0.00","£42,915.84","£182,461.36"
"Bridget Phillipson","Houghton and Sunderland South BC","","","£22,178.00","£0.00","","","","£112,831.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,009.41","","","","£20,683.31","£0.00","","Uncapped","£8,969.42","Uncapped","£0.00","£29,652.73","£164,662.14"
"Brooks Newmark","Braintree CC","","","£15,747.94","£0.00","","","","£109,973.69","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,721.63","","","","£10,865.00","£0.00","","Uncapped","£2,336.00","Uncapped","£0.00","£13,201.00","£138,922.63"
"Caroline Dinenage","Gosport BC","","","£14,913.21","£0.00","","","","£93,479.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£108,393.07","","","","£20,433.27","£0.00","","Uncapped","£5,199.55","Uncapped","£21.00","£25,653.82","£134,046.89"
"Caroline Flint","Don Valley CC","","","£16,318.75","£0.00","","","","£107,158.44","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£123,477.19","","","","£5,963.24","£0.00","","Uncapped","£5,348.75","Uncapped","£0.00","£11,311.99","£134,789.18"
"Caroline Lucas","Brighton, Pavilion BC","","","£19,076.85","£0.00","","","","£104,323.19","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£123,400.04","","","","£4,163.00","£0.00","","Uncapped","£5,396.20","Uncapped","£48.00","£9,607.20","£133,007.24"
"Caroline Nokes","Romsey and Southampton North CC","","","£9,746.44","£0.00","","","","£80,079.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£89,826.38","","","","£12,712.48","£0.00","","Uncapped","£6,152.23","Uncapped","£0.00","£18,864.71","£108,691.09"
"Caroline Spelman","Meriden CC","","","£13,122.99","£0.00","","","","£75,192.08","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£88,315.07","","","","£0.00","£0.00","","Uncapped","£4,598.71","Uncapped","£0.00","£4,598.71","£92,913.78"
"Catherine McKinnell","Newcastle upon Tyne North BC","","","£23,820.08","£0.00","","","","£122,039.51","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,859.59","","","","£22,143.58","£0.00","","Uncapped","£10,547.60","Uncapped","£0.00","£32,691.18","£178,550.77"
