MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Andrew Stephenson","Pendle BC","£22,750.00","","£22,160.42","£589.58","","£137,200.00","","£136,291.91","£908.09","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,452.33","£20,100.00","","","£7,900.50","£12,199.50","","Uncapped","£6,126.99","Uncapped","£0.00","£14,027.49","£172,479.82"
"Andrew Stunell","Hazel Grove CC","£22,750.00","","£22,617.71","£132.29","","£137,200.00","","£134,941.38","£2,258.62","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,559.09","£8,850.00","","","£3,359.90","£5,490.10","","Uncapped","£3,851.65","Uncapped","£0.00","£7,211.55","£164,770.64"
"Andrew Turner","Isle of Wight CC","£22,750.00","","£17,930.67","£4,819.33","","£137,200.00","","£118,250.92","£18,949.08","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,181.59","£15,565.00","","","£14,658.10","£906.90","","Uncapped","£6,462.93","Uncapped","£0.00","£21,121.03","£157,302.62"
"Andrew Tyrie","Chichester CC","£22,750.00","","£9,353.75","£13,396.25","","£141,466.00","","£135,812.56","£5,653.44","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,166.31","£20,100.00","","","£20,003.13","£96.87","","Uncapped","£2,990.19","Uncapped","£0.00","£22,993.32","£168,159.63"
"Andy Burnham","Leigh CC","£22,750.00","","£19,753.08","£2,996.92","","£137,413.00","","£134,129.04","£3,283.96","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,882.12","£27,375.00","","","£19,282.79","£8,092.21","","Uncapped","£5,262.55","Uncapped","£0.00","£24,545.34","£178,427.46"
"Andy Love","Edmonton BC","£25,350.00","","£27,535.21","£0.00","","£150,963.00","","£140,975.28","£9,987.72","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£168,510.49","","","","£0.00","£0.00","","Uncapped","£1,201.99","Uncapped","£0.00","£1,201.99","£169,712.48"
"Andy McDonald","Middlesbrough BC","£22,750.00","","£16,880.47","£5,869.53","","£137,200.00","","£128,112.80","£9,087.20","£5,457.00","","£814.65","£4,642.35","n/a","","£0.00","£0.00","£145,807.92","£22,525.00","","","£19,144.18","£3,380.82","","Uncapped","£7,402.31","Uncapped","£0.00","£26,546.49","£172,354.41"
"Andy Sawford","Corby CC","£22,750.00","","£20,404.51","£2,345.49","","£137,200.00","","£126,393.72","£10,806.28","£3,000.00","","£2,938.20","£61.80","n/a","","£0.00","£0.00","£149,736.43","£24,950.00","","","£20,369.58","£4,580.42","","Uncapped","£7,459.40","Uncapped","£0.00","£27,828.98","£177,565.41"
"Andy Slaughter","Hammersmith BC","£25,350.00","","£25,069.69","£280.31","","£154,800.00","","£154,800.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£179,869.69","","","","£0.00","£0.00","","Uncapped","£1,770.90","Uncapped","£0.00","£1,770.90","£181,640.59"
"Angela Eagle","Wallasey BC","£22,750.00","","£19,698.04","£3,051.96","","£137,200.00","","£138,304.65","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,002.69","£8,850.00","","","£3,639.47","£5,210.53","","Uncapped","£5,163.60","Uncapped","£0.00","£8,803.07","£166,805.76"
"Angela Smith","Penistone and Stocksbridge CC","£22,750.00","","£17,624.73","£5,125.27","","£137,200.00","","£118,959.35","£18,240.65","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,584.08","£20,100.00","","","£19,742.79","£357.21","","Uncapped","£7,295.49","Uncapped","£0.00","£27,038.28","£163,622.36"
"Angela Watkinson","Hornchurch and Upminster BC","£25,350.00","","£20,961.33","£4,388.67","","£144,000.00","","£135,760.57","£8,239.43","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,721.90","","","","£0.00","£0.00","","Uncapped","£38.60","Uncapped","£0.00","£38.60","£156,760.50"
"Angie Bray","Ealing Central and Acton BC","£25,350.00","","£11,019.49","£14,330.51","","£144,000.00","","£131,758.64","£12,241.36","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,778.13","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£142,778.13"
"Angus MacNeil","Na h-Eileanan an Iar CC","£22,750.00","","£14,806.86","£7,943.14","","£137,200.00","","£110,534.56","£26,665.44","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,341.42","","","","£19,123.57","£0.00","","Uncapped","£39,541.14","Uncapped","£0.00","£58,664.71","£184,006.13"
"Angus Robertson","Moray CC","£23,266.00","","£23,266.22","£0.00","","£137,200.00","","£136,298.29","£901.71","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,564.51","£20,100.00","","","£19,107.72","£992.28","","Uncapped","£22,593.17","Uncapped","£0.00","£41,700.89","£201,265.40"
"Ann Clwyd","Cynon Valley CC","£22,750.00","","£18,914.01","£3,835.99","","£137,200.00","","£96,562.37","£40,637.63","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£115,476.38","£8,850.00","","","£5,764.67","£3,085.33","","Uncapped","£4,336.75","Uncapped","£0.00","£10,101.42","£125,577.80"
"Ann Coffey","Stockport BC","£22,750.00","","£19,902.59","£2,847.41","","£137,200.00","","£133,754.61","£3,445.39","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,657.20","£11,050.00","","","£10,227.13","£822.87","","Uncapped","£7,406.60","Uncapped","£0.00","£17,633.73","£171,290.93"
"Ann McKechin","Glasgow North BC","£22,750.00","","£22,282.93","£467.07","","£140,392.00","","£133,541.33","£6,850.67","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,824.26","£8,850.00","","","£2,904.82","£5,945.18","","Uncapped","£15,953.30","Uncapped","£0.00","£18,858.12","£174,682.38"
"Anna Soubry","Broxtowe CC","£22,750.00","","£21,573.34","£1,176.66","","£137,200.00","","£134,683.34","£2,516.66","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,256.68","£20,100.00","","","£20,019.96","£80.04","","Uncapped","£5,197.22","Uncapped","£0.00","£25,217.18","£181,473.86"
"Anne Begg","Aberdeen South BC","£22,750.00","","£22,635.72","£114.28","","£137,200.00","","£124,067.39","£13,132.61","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,703.11","£20,100.00","","","£20,100.00","£0.00","","Uncapped","£22,032.72","Uncapped","£0.00","£42,132.72","£188,835.83"
"Anne Main","St Albans CC","£25,350.00","","£8,974.33","£16,375.67","","£144,000.00","","£118,630.23","£25,369.77","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,604.56","","","","£0.00","£0.00","","Uncapped","£11.80","Uncapped","£0.00","£11.80","£127,616.36"
"Anne McGuire","Stirling CC","£22,750.00","","£21,818.52","£931.48","","£137,200.00","","£135,315.47","£1,884.53","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,133.99","£20,100.00","","","£16,560.69","£3,539.31","","Uncapped","£17,569.43","Uncapped","£0.00","£34,130.12","£191,264.11"
"Anne McIntosh","Thirsk and Malton CC","£22,750.00","","£9,662.09","£13,087.91","","£137,200.00","","£123,803.25","£13,396.75","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,465.34","£9,283.00","","","£9,269.25","£13.75","","Uncapped","£14,467.50","Uncapped","£17.45","£23,754.20","£157,219.54"
"Anne Milton","Guildford CC","£22,750.00","","£13,349.67","£9,400.33","","£137,298.00","","£118,835.47","£18,462.53","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£132,185.14","","","","£0.00","£0.00","","Uncapped","£5,712.00","Uncapped","£0.00","£5,712.00","£137,897.14"
"Anne Morris","Newton Abbot CC","£22,750.00","","£19,672.87","£3,077.13","","£137,200.00","","£132,525.12","£4,674.88","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,197.99","£20,100.00","","","£19,170.75","£929.25","","Uncapped","£8,494.07","Uncapped","£0.00","£27,664.82","£179,862.81"
"Annette Brooke","Mid Dorset and North Poole CC","£22,750.00","","£12,989.89","£9,760.11","","£137,290.00","","£104,520.96","£32,769.04","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£117,510.85","","","","£15,900.00","£0.00","","Uncapped","£2,439.42","Uncapped","£0.00","£18,339.42","£135,850.27"
"Austin Mitchell","Great Grimsby BC","£22,750.00","","£19,713.77","£3,036.23","","£137,200.00","","£133,659.78","£3,540.22","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,373.55","£8,850.00","","","£7,814.58","£1,035.42","","Uncapped","£5,616.15","Uncapped","£2,964.00","£16,394.73","£169,768.28"
"Barbara Keeley","Worsley and Eccles South CC","£22,750.00","","£22,765.40","£0.00","","£145,840.00","","£118,644.27","£27,195.73","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,409.67","","","","£0.00","£0.00","","Uncapped","£6,971.05","Uncapped","£0.00","£6,971.05","£148,380.72"
"Barry Gardiner","Brent North BC","£25,350.00","","£23,432.39","£1,917.61","","£151,655.00","","£151,434.51","£220.49","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£174,866.90","","","","£0.00","£0.00","","Uncapped","£2,514.87","Uncapped","£0.00","£2,514.87","£177,381.77"
"Barry Sheerman","Huddersfield BC","£22,750.00","","£20,111.82","£2,638.18","","£137,200.00","","£131,455.32","£5,744.68","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,567.14","£10,150.00","","","£9,515.80","£634.20","","Uncapped","£9,727.12","Uncapped","£0.00","£19,242.92","£170,810.06"
"Ben Bradshaw","Exeter BC","£22,750.00","","£20,695.65","£2,054.35","","£137,200.00","","£100,884.58","£36,315.42","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£121,580.23","£12,450.00","","","£9,391.39","£3,058.61","","Uncapped","£5,243.14","Uncapped","£0.00","£14,634.53","£136,214.76"
"Ben Gummer","Ipswich BC","£22,750.00","","£24,986.26","£0.00","","£137,200.00","","£126,586.12","£10,613.88","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,572.38","£20,100.00","","","£17,443.29","£2,656.71","","Uncapped","£9,483.97","Uncapped","£0.00","£26,927.26","£178,499.64"
"Ben Wallace","Wyre and Preston North CC","£22,750.00","","£14,287.10","£8,462.90","","£137,200.00","","£124,537.47","£12,662.53","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,824.57","£27,375.00","","","£26,877.58","£497.42","","Uncapped","£14,999.65","Uncapped","£0.00","£41,877.23","£180,701.80"
"Bernard Jenkin","Harwich and North Essex CC","£22,750.00","","£5,050.47","£17,699.53","","£137,200.00","","£127,712.85","£9,487.15","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£132,763.32","","","","£0.00","£0.00","","Uncapped","£1,510.82","Uncapped","£0.00","£1,510.82","£134,274.14"
"Bill Cash","Stone CC","£22,750.00","","£14,776.31","£7,973.69","","£137,200.00","","£127,955.75","£9,244.25","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,732.06","£20,100.00","","","£20,099.92","£0.08","","Uncapped","£10,137.63","Uncapped","£0.00","£30,237.55","£172,969.61"
"Bill Esterson","Sefton Central CC","£22,750.00","","£19,098.32","£3,651.68","","£137,200.00","","£133,796.94","£3,403.06","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,895.26","£24,950.00","","","£17,213.83","£7,736.17","","Uncapped","£8,550.32","Uncapped","£0.00","£25,764.15","£178,659.41"
"Bill Wiggin","North Herefordshire CC","£22,750.00","","£10,988.67","£11,761.33","","£137,200.00","","£129,885.57","£7,314.43","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,874.24","£8,850.00","","","£2,121.80","£6,728.20","","Uncapped","£6,084.23","Uncapped","£0.00","£8,206.03","£149,080.27"
"Bob Ainsworth","Coventry North East BC","£22,750.00","","£11,236.73","£11,513.27","","£137,200.00","","£108,101.04","£29,098.96","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£119,337.77","£20,100.00","","","£19,091.80","£1,008.20","","Uncapped","£2,101.30","Uncapped","£0.00","£21,193.10","£140,530.87"
"Bob Blackman","Harrow East BC","£25,350.00","","£25,340.39","£9.61","","£144,000.00","","£148,994.13","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£174,334.52","","","","£0.00","£0.00","","Uncapped","£3,989.93","Uncapped","£0.00","£3,989.93","£178,324.45"
"Bob Neill","Bromley and Chislehurst BC","£25,350.00","","£11,346.94","£14,003.06","","£144,000.00","","£146,070.24","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,417.18","","","","£0.00","£0.00","","Uncapped","£459.00","Uncapped","£0.00","£459.00","£157,876.18"
"Bob Russell","Colchester BC","£22,750.00","","£22,296.16","£453.84","","£137,200.00","","£140,486.89","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,783.05","","","","£0.00","£0.00","","Uncapped","£3,793.90","Uncapped","£0.00","£3,793.90","£166,576.95"
