MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Alan Keen","Feltham and Heston BC","","","£8,409.67","£0.00","","","","£94,482.91","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£102,892.58","","","","£0.00","£0.00","","Uncapped","£428.48","Uncapped","£0.00","£428.48","£103,321.06"
"Alan Meale","Mansfield CC","","","£15,206.79","£0.00","","","","£87,953.85","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£103,160.64","","","","£6,161.23","£0.00","","Uncapped","£7,925.49","Uncapped","£6.07","£14,092.79","£117,253.43"
"Alan Reid","Argyll and Bute CC","","","£14,925.99","£0.00","","","","£77,687.27","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£92,613.26","","","","£10,622.98","£0.00","","Uncapped","£15,638.97","Uncapped","£0.00","£26,261.95","£118,875.21"
"Alan Whitehead","Southampton, Test BC","","","£18,067.77","£0.00","","","","£88,614.77","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£106,682.54","","","","£4,973.25","£0.00","","Uncapped","£3,138.25","Uncapped","£0.00","£8,111.50","£114,794.04"
"Alasdair McDonnell","Belfast South","","","£17,154.30","£0.00","","","","£93,088.49","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£110,242.79","","","","£3,059.00","£0.00","","Uncapped","£11,144.71","Uncapped","£0.00","£14,203.71","£124,446.50"
"Albert Owen","Ynys Môn CC","","","£8,188.81","£0.00","","","","£90,777.90","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£98,966.71","","","","£11,200.68","£0.00","","Uncapped","£3,941.65","Uncapped","£0.00","£15,142.33","£114,109.04"
"Alec Shelbrooke","Elmet and Rothwell CC","","","£10,695.95","£0.00","","","","£72,874.15","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£83,570.10","","","","£16,255.18","£0.00","","Uncapped","£6,020.07","Uncapped","£0.00","£22,275.25","£105,845.35"
"Alex Cunningham","Stockton North BC","","","£12,670.53","£0.00","","","","£88,493.05","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£101,163.58","","","","£17,263.29","£0.00","","Uncapped","£5,183.05","Uncapped","£0.00","£22,446.34","£123,609.92"
"Alison McGovern","Wirral South CC","","","£17,182.59","£0.00","","","","£82,382.65","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£99,565.24","","","","£7,730.45","£0.00","","Uncapped","£4,213.75","Uncapped","£19.00","£11,963.20","£111,528.44"
"Alison Seabeck","Plymouth, Moor View BC","","","£12,578.74","£0.00","","","","£93,753.58","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£106,332.32","","","","£11,934.02","£0.00","","Uncapped","£8,808.05","Uncapped","£0.00","£20,742.07","£127,074.39"
"Alistair Burt","North East Bedfordshire CC","","","£7,390.37","£0.00","","","","£82,010.85","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£89,401.22","","","","£0.00","£0.00","","Uncapped","£1,411.65","Uncapped","£0.00","£1,411.65","£90,812.87"
"Alistair Carmichael","Orkney and Shetland CC","","","£21,013.66","£0.00","","","","£70,084.88","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£91,098.54","","","","£9,260.17","£0.00","","Uncapped","£32,622.59","Uncapped","£0.00","£41,882.76","£132,981.30"
"Alistair Darling","Edinburgh South West BC","","","£9,043.01","£0.00","","","","£83,595.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£92,638.21","","","","£14,174.69","£0.00","","Uncapped","£9,451.70","Uncapped","£0.00","£23,626.39","£116,264.60"
"Alok Sharma","Reading West CC","","","£8,088.41","£0.00","","","","£71,616.12","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£79,704.53","","","","£0.00","£0.00","","Uncapped","£236.10","Uncapped","£0.00","£236.10","£79,940.63"
"Alun Cairns","Vale of Glamorgan CC","","","£16,166.80","£0.00","","","","£82,199.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£98,365.89","","","","£18,465.02","£0.00","","Uncapped","£8,670.70","Uncapped","£0.00","£27,135.72","£125,501.61"
"Alun Michael","Cardiff South and Penarth BC","","","£20,971.88","£0.00","","","","£96,988.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£117,960.29","","","","£4,147.20","£0.00","","Uncapped","£5,039.65","Uncapped","£0.00","£9,186.85","£127,147.14"
"Amber Rudd","Hastings and Rye CC","","","£16,380.74","£0.00","","","","£86,274.35","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£102,655.09","","","","£0.00","£0.00","","Uncapped","£1,552.60","Uncapped","£0.00","£1,552.60","£104,207.69"
"Anas Sarwar","Glasgow Central BC","","","£14,730.75","£0.00","","","","£86,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£100,777.75","","","","£18,811.27","£0.00","","Uncapped","£11,928.08","Uncapped","£0.00","£30,739.35","£131,517.10"
"Andrea Leadsom","South Northamptonshire CC","","","£6,496.42","£0.00","","","","£89,696.64","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£96,193.06","","","","£0.00","£0.00","","Uncapped","£27.70","Uncapped","£0.00","£27.70","£96,220.76"
"Andrew Bingham","High Peak CC","","","£11,886.90","£0.00","","","","£69,103.10","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£80,990.00","","","","£17,811.55","£0.00","","Uncapped","£4,383.60","Uncapped","£0.00","£22,195.15","£103,185.15"
"Andrew Bridgen","North West Leicestershire CC","","","£14,880.00","£0.00","","","","£66,018.59","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£80,898.59","","","","£15,455.97","£0.00","","Uncapped","£3,288.90","Uncapped","£0.00","£18,744.87","£99,643.46"
"Andrew George","St Ives CC","","","£20,272.01","£0.00","","","","£97,358.03","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£117,630.04","","","","£11,341.52","£0.00","","Uncapped","£15,386.30","Uncapped","£0.00","£26,727.82","£144,357.86"
"Andrew Griffiths","Burton CC","","","£6,695.92","£0.00","","","","£96,307.95","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£103,003.87","","","","£12,117.11","£0.00","","Uncapped","£4,979.70","Uncapped","£0.00","£17,096.81","£120,100.68"
"Andrew Gwynne","Denton and Reddish BC","","","£14,746.94","£0.00","","","","£87,033.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£101,780.64","","","","£16,688.52","£0.00","","Uncapped","£4,637.30","Uncapped","£0.00","£21,325.82","£123,106.46"
"Andrew Jones","Harrogate and Knaresborough CC","","","£13,011.03","£0.00","","","","£72,492.38","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£85,503.41","","","","£1,864.19","£0.00","","Uncapped","£7,044.56","Uncapped","£0.00","£8,908.75","£94,412.16"
"Andrew Lansley","South Cambridgeshire CC","","","£12,799.63","£0.00","","","","£63,689.18","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£76,488.81","","","","£3,380.48","£0.00","","Uncapped","£1,424.80","Uncapped","£0.00","£4,805.28","£81,294.09"
"Andrew Miller","Ellesmere Port and Neston CC","","","£13,677.80","£0.00","","","","£85,557.62","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£99,235.42","","","","£7,511.45","£0.00","","Uncapped","£10,479.20","Uncapped","£0.00","£17,990.65","£117,226.07"
"Andrew Mitchell","Sutton Coldfield BC","","","£10,123.16","£0.00","","","","£89,352.69","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£99,475.85","","","","£10,450.80","£0.00","","Uncapped","£3,190.66","Uncapped","£0.00","£13,641.46","£113,117.31"
"Andrew Murrison","South West Wiltshire CC","","","£13,452.26","£0.00","","","","£57,611.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£71,063.72","","","","£1,671.34","£0.00","","Uncapped","£3,115.00","Uncapped","£0.00","£4,786.34","£75,850.06"
"Andrew Percy","Brigg and Goole CC","","","£15,094.44","£0.00","","","","£70,326.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£85,420.45","","","","£11,335.39","£0.00","","Uncapped","£3,078.30","Uncapped","£0.00","£14,413.69","£99,834.14"
"Andrew Robathan","South Leicestershire CC","","","£1,432.77","£0.00","","","","£63,525.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£64,958.27","","","","£4,351.12","£0.00","","Uncapped","£3,268.50","Uncapped","£0.00","£7,619.62","£72,577.89"
"Andrew Rosindell","Romford BC","","","£11,967.59","£0.00","","","","£99,564.52","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£111,532.11","","","","£0.00","£0.00","","Uncapped","£826.75","Uncapped","£0.00","£826.75","£112,358.86"
"Andrew Selous","South West Bedfordshire CC","","","£13,399.64","£0.00","","","","£83,942.05","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£97,341.69","","","","£0.00","£0.00","","Uncapped","£363.50","Uncapped","£0.00","£363.50","£97,705.19"
"Andrew Smith","Oxford East BC","","","£17,952.75","£0.00","","","","£88,090.88","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£106,043.63","","","","£4,661.58","£0.00","","Uncapped","£2,640.26","Uncapped","£0.00","£7,301.84","£113,345.47"
"Andrew Stephenson","Pendle BC","","","£12,722.56","£0.00","","","","£75,286.13","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£88,008.69","","","","£10,432.10","£0.00","","Uncapped","£4,446.70","Uncapped","£0.00","£14,878.80","£102,887.49"
"Andrew Stunell","Hazel Grove CC","","","£13,781.58","£0.00","","","","£92,752.77","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£106,534.35","","","","£0.00","£0.00","","Uncapped","£1,001.00","Uncapped","£0.00","£1,001.00","£107,535.35"
"Andrew Turner","Isle of Wight CC","","","£14,893.38","£0.00","","","","£83,596.48","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£98,489.86","","","","£16,616.56","£0.00","","Uncapped","£4,915.09","Uncapped","£0.00","£21,531.65","£120,021.51"
"Andrew Tyrie","Chichester CC","","","£4,230.99","£0.00","","","","£115,744.49","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£119,975.48","","","","£0.00","£0.00","","Uncapped","£2,036.80","Uncapped","£0.00","£2,036.80","£122,012.28"
"Andy Burnham","Leigh CC","","","£11,388.58","£0.00","","","","£101,733.82","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,122.40","","","","£10,770.15","£0.00","","Uncapped","£5,730.93","Uncapped","£0.00","£16,501.08","£129,623.48"
"Andy Love","Edmonton BC","","","£18,151.82","£0.00","","","","£93,526.55","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£111,678.37","","","","£0.00","£0.00","","Uncapped","£730.78","Uncapped","£0.00","£730.78","£112,409.15"
"Andy Slaughter","Hammersmith BC","","","£24,105.28","£0.00","","","","£113,666.74","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,772.02","","","","£0.00","£0.00","","Uncapped","£1,150.75","Uncapped","£0.00","£1,150.75","£138,922.77"
"Angela Eagle","Wallasey BC","","","£14,486.45","£0.00","","","","£86,184.91","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£100,671.36","","","","£3,714.21","£0.00","","Uncapped","£5,173.61","Uncapped","£0.00","£8,887.82","£109,559.18"
"Angela Smith","Penistone and Stocksbridge CC","","","£19,480.31","£0.00","","","","£89,928.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£109,408.31","","","","£19,843.60","£0.00","","Uncapped","£6,487.58","Uncapped","£0.00","£26,331.18","£135,739.49"
"Angela Watkinson","Hornchurch and Upminster BC","","","£15,142.70","£0.00","","","","£82,744.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£97,887.38","","","","£0.00","£0.00","","Uncapped","£1,135.20","Uncapped","£0.00","£1,135.20","£99,022.58"
"Angie Bray","Ealing Central and Acton BC","","","£5,988.65","£0.00","","","","£88,783.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£94,772.06","","","","£0.00","£0.00","","Uncapped","£30.00","Uncapped","£0.00","£30.00","£94,802.06"
"Angus MacNeil","Na h-Eileanan an Iar CC","","","£14,198.41","£0.00","","","","£84,907.76","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£99,106.17","","","","£17,533.61","£0.00","","Uncapped","£30,838.25","Uncapped","£0.00","£48,371.86","£147,478.03"
"Angus Robertson","Moray CC","","","£14,758.77","£0.00","","","","£85,025.90","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£99,784.67","","","","£13,489.28","£0.00","","Uncapped","£20,370.69","Uncapped","£0.00","£33,859.97","£133,644.64"
"Ann Clwyd","Cynon Valley CC","","","£10,578.17","£0.00","","","","£73,974.34","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£84,552.51","","","","£6,537.21","£0.00","","Uncapped","£5,902.42","Uncapped","£0.00","£12,439.63","£96,992.14"
"Ann Coffey","Stockport BC","","","£11,765.81","£0.00","","","","£71,579.48","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£83,345.29","","","","£2,468.64","£0.00","","Uncapped","£3,602.97","Uncapped","£0.00","£6,071.61","£89,416.90"
"Ann McKechin","Glasgow North BC","","","£16,111.69","£0.00","","","","£82,383.57","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£98,495.26","","","","£1,733.79","£0.00","","Uncapped","£14,507.47","Uncapped","£0.00","£16,241.26","£114,736.52"
"Anna Soubry","Broxtowe CC","","","£23,728.25","£0.00","","","","£89,684.10","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,412.35","","","","£10,228.75","£0.00","","Uncapped","£4,913.55","Uncapped","£0.00","£15,142.30","£128,554.65"
"Anne Begg","Aberdeen South BC","","","£18,170.76","£0.00","","","","£76,749.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£94,920.07","","","","£16,698.38","£0.00","","Uncapped","£22,029.93","Uncapped","£0.00","£38,728.31","£133,648.38"
"Anne Main","St Albans CC","","","£6,916.26","£0.00","","","","£82,481.58","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£89,397.84","","","","£11,499.08","£0.00","","Uncapped","£80.00","Uncapped","£0.00","£11,579.08","£100,976.92"
"Anne McGuire","Stirling CC","","","£14,871.52","£0.00","","","","£93,597.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£108,468.99","","","","£15,169.67","£0.00","","Uncapped","£12,861.54","Uncapped","£0.00","£28,031.21","£136,500.20"
"Anne McIntosh","Thirsk and Malton CC","","","£6,343.63","£0.00","","","","£77,960.58","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£84,304.21","","","","£8,627.95","£0.00","","Uncapped","£8,517.50","Uncapped","£0.00","£17,145.45","£101,449.66"
"Anne Milton","Guildford CC","","","£7,912.82","£0.00","","","","£79,631.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£87,544.11","","","","£0.00","£0.00","","Uncapped","£560.75","Uncapped","£0.00","£560.75","£88,104.86"
"Anne Morris","Newton Abbot CC","","","£21,841.61","£0.00","","","","£81,465.58","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£103,307.19","","","","£14,253.77","£0.00","","Uncapped","£5,255.86","Uncapped","£52.63","£19,562.26","£122,869.45"
"Annette Brooke","Mid Dorset and North Poole CC","","","£12,504.39","£0.00","","","","£73,522.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£86,027.18","","","","£13,450.35","£0.00","","Uncapped","£1,891.34","Uncapped","£0.00","£15,341.69","£101,368.87"
"Austin Mitchell","Great Grimsby BC","","","£16,877.23","£0.00","","","","£100,324.55","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£117,201.78","","","","£11,829.72","£0.00","","Uncapped","£5,459.71","Uncapped","£3,990.00","£21,279.43","£138,481.21"
"Barbara Keeley","Worsley and Eccles South CC","","","£27,479.13","£0.00","","","","£86,174.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,653.54","","","","£0.00","£0.00","","Uncapped","£5,390.41","Uncapped","£0.00","£5,390.41","£119,043.95"
"Barry Gardiner","Brent North BC","","","£9,785.83","£0.00","","","","£118,174.17","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,960.00","","","","£0.00","£0.00","","Uncapped","£2,837.90","Uncapped","£0.00","£2,837.90","£130,797.90"
"Barry Sheerman","Huddersfield BC","","","£13,910.17","£0.00","","","","£85,286.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£99,196.87","","","","£8,569.63","£0.00","","Uncapped","£1,864.80","Uncapped","£0.00","£10,434.43","£109,631.30"
"Ben Bradshaw","Exeter BC","","","£10,042.92","£0.00","","","","£91,321.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£101,364.21","","","","£3,874.54","£0.00","","Uncapped","£3,806.50","Uncapped","£0.00","£7,681.04","£109,045.25"
"Ben Gummer","Ipswich BC","","","£18,533.95","£0.00","","","","£101,830.15","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£120,364.10","","","","£8,250.00","£0.00","","Uncapped","£5,806.59","Uncapped","£0.00","£14,056.59","£134,420.69"
"Ben Wallace","Wyre and Preston North CC","","","£9,936.76","£0.00","","","","£94,474.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£104,411.12","","","","£13,196.99","£0.00","","Uncapped","£16,179.08","Uncapped","£2,178.54","£31,554.61","£135,965.73"
"Bernard Jenkin","Harwich and North Essex CC","","","£4,861.15","£0.00","","","","£89,017.71","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£93,878.86","","","","£10,047.69","£0.00","","Uncapped","£2,487.02","Uncapped","£0.00","£12,534.71","£106,413.57"
"Bill Cash","Stone CC","","","£11,248.78","£0.00","","","","£90,903.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£102,152.46","","","","£13,793.76","£0.00","","Uncapped","£6,391.91","Uncapped","£0.00","£20,185.67","£122,338.13"
"Bill Esterson","Sefton Central CC","","","£18,629.03","£0.00","","","","£92,966.12","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£111,595.15","","","","£12,818.17","£0.00","","Uncapped","£8,803.67","Uncapped","£0.00","£21,621.84","£133,216.99"
"Bill Wiggin","North Herefordshire CC","","","£4,654.24","£0.00","","","","£77,170.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£81,824.90","","","","£0.00","£0.00","","Uncapped","£4,566.83","Uncapped","£0.00","£4,566.83","£86,391.73"
"Bob Ainsworth","Coventry North East BC","","","£13,959.78","£0.00","","","","£83,421.78","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£97,381.56","","","","£16,806.07","£0.00","","Uncapped","£5,103.35","Uncapped","£39.99","£21,949.41","£119,330.97"
"Bob Blackman","Harrow East BC","","","£22,043.81","£0.00","","","","£92,669.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£114,713.17","","","","£0.00","£0.00","","Uncapped","£3,927.67","Uncapped","£0.00","£3,927.67","£118,640.84"
"Bob Neill","Bromley and Chislehurst BC","","","£11,227.38","£0.00","","","","£80,267.15","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£91,494.53","","","","£0.00","£0.00","","Uncapped","£196.80","Uncapped","£0.00","£196.80","£91,691.33"
"Bob Russell","Colchester BC","","","£20,386.30","£0.00","","","","£90,752.92","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£111,139.22","","","","£0.00","£0.00","","Uncapped","£2,896.10","Uncapped","£0.00","£2,896.10","£114,035.32"
"Bob Stewart","Beckenham BC","","","£9,056.28","£0.00","","","","£90,891.43","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£99,947.71","","","","£0.00","£0.00","","Uncapped","£32.30","Uncapped","£0.00","£32.30","£99,980.01"
"Brandon Lewis","Great Yarmouth CC","","","£20,025.94","£0.00","","","","£96,534.39","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£116,560.33","","","","£15,412.20","£0.00","","Uncapped","£3,476.90","Uncapped","£0.00","£18,889.10","£135,449.43"
"Brian Binley","Northampton South BC","","","£10,221.38","£0.00","","","","£79,937.03","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£90,158.41","","","","£10,501.56","£0.00","","Uncapped","£2,273.91","Uncapped","£0.00","£12,775.47","£102,933.88"
"Brian Donohoe","Central Ayrshire CC","","","£18,478.27","£0.00","","","","£91,080.10","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£109,558.37","","","","£16,041.71","£0.00","","Uncapped","£21,539.12","Uncapped","£0.00","£37,580.83","£147,139.20"
"Bridget Phillipson","Houghton and Sunderland South BC","","","£16,433.64","£0.00","","","","£77,554.22","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£93,987.86","","","","£19,551.40","£0.00","","Uncapped","£8,300.60","Uncapped","£1,769.49","£29,621.49","£123,609.35"
"Brooks Newmark","Braintree CC","","","£15,608.16","£0.00","","","","£90,191.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£105,799.52","","","","£7,605.50","£0.00","","Uncapped","£1,104.00","Uncapped","£0.00","£8,709.50","£114,509.02"
"Caroline Dinenage","Gosport BC","","","£10,826.20","£0.00","","","","£66,186.16","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£77,012.36","","","","£12,730.50","£0.00","","Uncapped","£5,169.35","Uncapped","£0.00","£17,899.85","£94,912.21"
"Caroline Flint","Don Valley CC","","","£12,031.45","£0.00","","","","£85,982.08","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£98,013.53","","","","£8,024.93","£0.00","","Uncapped","£5,220.05","Uncapped","£0.00","£13,244.98","£111,258.51"
"Caroline Lucas","Brighton, Pavilion BC","","","£20,258.41","£0.00","","","","£104,314.57","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£124,572.98","","","","£5,921.18","£0.00","","Uncapped","£5,038.25","Uncapped","£0.00","£10,959.43","£135,532.41"
"Caroline Nokes","Romsey and Southampton North CC","","","£1,592.83","£0.00","","","","£51,219.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£52,812.12","","","","£17,000.44","£0.00","","Uncapped","£3,934.40","Uncapped","£0.00","£20,934.84","£73,746.96"
"Caroline Spelman","Meriden CC","","","£11,164.56","£0.00","","","","£70,187.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£81,351.65","","","","£0.00","£0.00","","Uncapped","£3,489.42","Uncapped","£0.00","£3,489.42","£84,841.07"
"Catherine McKinnell","Newcastle upon Tyne North BC","","","£19,749.83","£0.00","","","","£93,449.33","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,199.16","","","","£22,080.22","£0.00","","Uncapped","£10,117.02","Uncapped","£0.00","£32,197.24","£145,396.40"
"Cathy Jamieson","Kilmarnock and Loudoun CC","","","£16,650.08","£0.00","","","","£84,830.64","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£101,480.72","","","","£16,327.04","£0.00","","Uncapped","£9,950.55","Uncapped","£0.00","£26,277.59","£127,758.31"
