MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Alan Meale","Mansfield CC","£23,250.00","","£20,948.29","£2,301.71","NG20","£138,600.00","","£122,307.61","£16,292.39","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,255.90","£8,850.00","","No","£4,807.85","£4,042.15",".","Uncapped","£18,586.86","Uncapped","£0.00","£23,394.71","£166,650.61"
"Alan Reid","Argyll and Bute CC","£23,250.00","","£21,943.41","£1,306.59","PA23","£138,600.00","","£116,607.32","£21,992.68","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,550.73","","","","£12,300.00","£0.00","","Uncapped","£22,373.69","Uncapped","£0.00","£34,673.69","£173,224.42"
"Alan Whitehead","Southampton, Test BC","£23,250.00","","£18,688.01","£4,561.99","SO15","£138,600.00","","£136,707.01","£1,892.99","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,395.02","£20,600.00","","No","£19,787.50","£812.50","SE1","Uncapped","£4,063.05","Uncapped","£0.00","£23,850.55","£179,245.57"
"Alasdair McDonnell","Belfast South","£23,250.00","","£20,382.73","£2,867.27","1. 
2. ","£138,012.00","","£137,572.57","£439.43","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,955.30","","","","£1,075.00","£0.00","","Uncapped","£16,146.73","Uncapped","£0.00","£17,221.73","£175,177.03"
"Albert Owen","Ynys Môn CC","£23,250.00","","£16,827.82","£6,422.18","LL65","£138,600.00","","£131,476.73","£7,123.27","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£148,304.55","£20,600.00","","No","£20,600.00","£0.00","SW1P","Uncapped","£9,378.39","Uncapped","£0.00","£29,978.39","£178,282.94"
"Alec Shelbrooke","Elmet and Rothwell CC","£23,250.00","","£9,064.83","£14,185.17","LS22","£138,600.00","","£125,361.24","£13,238.76","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,426.07","£20,600.00","","No","£20,550.54","£49.46","SW1V","Uncapped","£10,636.43","Uncapped","£0.00","£31,186.97","£165,613.04"
"Alex Cunningham","Stockton North BC","£23,250.00","","£16,660.29","£6,589.71","TS18","£140,100.00","","£139,468.69","£631.31","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,128.98","£20,600.00","","No","£17,837.67","£2,762.33","SW8","Uncapped","£8,231.43","Uncapped","£0.00","£26,069.10","£182,198.08"
"Alison McGovern","Wirral South CC","£23,250.00","","£14,769.39","£8,480.61","CH62","£138,600.00","","£123,107.98","£15,492.02","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,877.37","£23,025.00","","No","£22,141.83","£883.17","SE5","Uncapped","£9,002.81","Uncapped","£0.00","£31,144.64","£169,022.01"
"Alison Seabeck","Plymouth, Moor View BC","£23,250.00","","£12,582.75","£10,667.25","PL3","£138,600.00","","£130,848.18","£7,751.82","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,430.93","£8,850.00","","","£4,614.25","£4,235.75","","Uncapped","£9,022.90","Uncapped","£0.00","£13,637.15","£157,068.08"
"Alistair Burt","North East Bedfordshire CC","£23,250.00","","£11,297.03","£11,952.97","SG18","£138,600.00","","£138,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,897.03","£20,600.00","","No","£19,181.66","£1,418.34","1. SW1H
2. SW1H
3. SW1P","Uncapped","£6,334.90","Uncapped","£0.00","£25,516.56","£175,413.59"
"Alistair Carmichael","Orkney and Shetland CC","£22,591.00","","£23,643.84","£0.00","1. 
2. ","£138,600.00","","£113,702.30","£24,897.70","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,346.14","£25,450.00","","No","£12,650.45","£12,799.55","1. ZE1
2. SE11","Uncapped","£27,100.31","Uncapped","£0.00","£39,750.76","£177,096.90"
"Alistair Darling","Edinburgh South West BC","£23,250.00","","£16,073.11","£7,176.89","EH3","£138,600.00","","£114,172.14","£24,427.86","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,245.25","£20,600.00","","No","£19,896.00","£704.00","SW8","Uncapped","£10,927.23","Uncapped","£0.00","£30,823.23","£161,068.48"
"Alok Sharma","Reading West CC","£23,250.00","","£12,701.99","£10,548.01","RG30","£138,600.00","","£136,623.96","£1,976.04","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,325.95","","","","£0.00","£0.00","","Uncapped","£9,190.53","Uncapped","£0.00","£9,190.53","£158,516.48"
"Alun Cairns","Vale of Glamorgan CC","£23,250.00","","£21,253.53","£1,996.47","CF62","£144,514.00","","£137,699.45","£6,814.55","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,952.98","£20,750.00","","No","£19,065.95","£1,684.05","SE1","Uncapped","£14,242.63","Uncapped","£0.00","£33,308.58","£192,261.56"
"Amber Rudd","Hastings and Rye CC","£23,250.00","","£22,834.96","£415.04","1. 
2. ","£138,600.00","","£137,127.53","£1,472.47","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,962.49","£11,350.00","","No","£10,557.79","£792.21","TN34","Uncapped","£2,921.98","Uncapped","£260.00","£13,739.77","£173,702.26"
"Anas Sarwar","Glasgow Central BC","£23,250.00","","£20,677.34","£2,572.66","G5","£138,600.00","","£135,131.42","£3,468.58","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,808.76","£25,450.00","","No","£24,184.36","£1,265.64","SE1","Uncapped","£15,908.87","Uncapped","£0.00","£40,093.23","£195,901.99"
"Andrea Leadsom","South Northamptonshire CC","£23,250.00","","£16,635.43","£6,614.57","NN2","£138,600.00","","£134,516.80","£4,083.20","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,152.23","","","","£0.00","£0.00","","Uncapped","£5,397.99","Uncapped","£0.00","£5,397.99","£156,550.22"
"Andrew Bingham","High Peak CC","£23,250.00","","£18,392.93","£4,857.07","SK17","£145,479.00","","£130,239.36","£15,239.64","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£148,632.29","£20,600.00","","No","£19,551.02","£1,048.98","SE11","Uncapped","£7,144.80","Uncapped","£0.00","£26,695.82","£175,328.11"
"Andrew Bridgen","North West Leicestershire CC","£23,250.00","","£21,676.28","£1,573.72","DE12","£138,600.00","","£95,020.62","£43,579.38","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£116,696.90","","","","£17,850.00","£0.00","","Uncapped","£7,544.30","Uncapped","£0.00","£25,394.30","£142,091.20"
"Andrew George","St Ives CC","£23,187.00","","£20,172.19","£3,014.81","TR18","£141,855.00","","£135,019.08","£6,835.92","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,191.27","£20,600.00","","No","£19,256.22","£1,343.78","SE16","Uncapped","£22,231.48","Uncapped","£0.00","£41,487.70","£196,678.97"
"Andrew Griffiths","Burton CC","£23,250.00","","£15,387.86","£7,862.14","DE14","£138,600.00","","£102,453.61","£36,146.39","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£117,841.47","","","","£16,050.00","£0.00","","Uncapped","£5,473.11","Uncapped","£0.00","£21,523.11","£139,364.58"
"Andrew Gwynne","Denton and Reddish BC","£23,250.00","","£16,068.35","£7,181.65","M34","£138,600.00","","£114,075.33","£24,524.67","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,143.68","£20,600.00","","No","£18,339.56","£2,260.44","SW1V","Uncapped","£5,818.55","Uncapped","£205.80","£24,363.91","£154,507.59"
"Andrew Jones","Harrogate and Knaresborough CC","£23,250.00","","£18,170.71","£5,079.29","HG1","£138,600.00","","£121,446.18","£17,153.82","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,616.89","£8,850.00","","","£1,219.50","£7,630.50","","Uncapped","£8,375.80","Uncapped","£0.00","£9,595.30","£149,212.19"
"Andrew Lansley","South Cambridgeshire CC","£23,250.00","","£19,563.04","£3,686.96","CB3","£138,600.00","","£126,157.87","£12,442.13","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,720.91","","","","£2,100.00","£0.00","","Uncapped","£6,234.74","Uncapped","£0.00","£8,334.74","£154,055.65"
"Andrew Miller","Ellesmere Port and Neston CC","£23,250.00","","£13,359.29","£9,890.71","CH65","£138,600.00","","£117,288.84","£21,311.16","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,648.13","£12,063.00","","","£10,138.99","£1,924.01","","Uncapped","£8,292.13","Uncapped","£0.00","£18,431.12","£149,079.25"
"Andrew Mitchell","Sutton Coldfield BC","£23,250.00","","£14,356.30","£8,893.70","B72","£138,211.00","","£138,095.43","£115.57","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,451.73","£8,850.00","","","£2,901.94","£5,948.06","","Uncapped","£8,068.35","Uncapped","£0.00","£10,970.29","£163,422.02"
"Andrew Murrison","South West Wiltshire CC","£23,250.00","","£14,419.89","£8,830.11","BA14","£138,600.00","","£70,444.50","£68,155.50","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£84,864.39","£8,850.00","","","£2,536.76","£6,313.24","","Uncapped","£1,832.50","Uncapped","£0.00","£4,369.26","£89,233.65"
"Andrew Percy","Brigg and Goole CC","£23,250.00","","£23,249.99","£0.01","1. 
2. ","£140,387.00","","£140,002.29","£384.71","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,252.28","£20,600.00","","No","£13,412.81","£7,187.19","SE1","Uncapped","£5,814.35","Uncapped","£0.00","£19,227.16","£182,479.44"
"Andrew Robathan","South Leicestershire CC","£23,250.00","","£2,599.30","£20,650.70","","£138,600.00","","£92,525.62","£46,074.38","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£95,124.92","£8,709.00","","","£5,267.50","£3,441.50","","Uncapped","£6,282.60","Uncapped","£438.00","£11,988.10","£107,113.02"
"Andrew Rosindell","Romford BC","£25,900.00","","£24,207.48","£1,692.52","RM1","£144,277.00","","£144,152.06","£124.94","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£168,359.54","","","","£0.00","£0.00","","Uncapped","£2,287.31","Uncapped","£0.00","£2,287.31","£170,646.85"
"Andrew Selous","South West Bedfordshire CC","£23,250.00","","£15,519.23","£7,730.77","LU6","£138,600.00","","£133,412.55","£5,187.45","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£148,931.78","","","","£0.00","£0.00","","Uncapped","£510.49","Uncapped","£0.00","£510.49","£149,442.27"
"Andrew Smith","Oxford East BC","£23,250.00","","£18,338.22","£4,911.78","OX4","£139,159.00","","£136,097.53","£3,061.47","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,435.75","","","","£0.00","£0.00","","Uncapped","£2,129.90","Uncapped","£0.00","£2,129.90","£156,565.65"
"Andrew Stephenson","Pendle BC","£23,250.00","","£24,744.19","£0.00","BB9","£138,600.00","","£130,461.10","£8,138.90","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,205.29","£20,600.00","","No","£17,470.23","£3,129.77","SW1P","Uncapped","£6,436.50","Uncapped","£0.00","£23,906.73","£179,112.02"
"Andrew Stunell","Hazel Grove CC","£23,250.00","","£22,935.38","£314.62","SK6","£138,600.00","","£137,535.95","£1,064.05","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£160,471.33","£8,850.00","","","£3,526.91","£5,323.09","","Uncapped","£3,664.10","Uncapped","£0.00","£7,191.01","£167,662.34"
"Andrew Turner","Isle of Wight CC","£23,250.00","","£17,323.26","£5,926.74","PO30","£138,600.00","","£129,209.91","£9,390.09","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,533.17","","","No","£15,277.00","£0.00",".","Uncapped","£4,485.98","Uncapped","£0.00","£19,762.98","£166,296.15"
"Andrew Tyrie","Chichester CC","£23,250.00","","£13,908.69","£9,341.31","","£138,600.00","","£133,862.17","£4,737.83","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,770.86","£20,600.00","","No","£20,005.33","£594.67","EC2Y","Uncapped","£2,451.91","Uncapped","£0.00","£22,457.24","£170,228.10"
"Andy Burnham","Leigh CC","£23,250.00","","£20,178.14","£3,071.86","WN7","£139,213.00","","£138,891.81","£321.19","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,069.95","£27,875.00","","No","£18,425.48","£9,449.52","SE11","Uncapped","£5,582.78","Uncapped","£0.00","£24,008.26","£183,078.21"
"Andy Love","Edmonton BC","£23,988.00","","£23,976.42","£11.58","N18","£145,500.00","","£131,124.43","£14,375.57","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,100.85","","","","£0.00","£0.00","","Uncapped","£627.63","Uncapped","£0.00","£627.63","£155,728.48"
"Andy McDonald","Middlesbrough BC","£23,250.00","","£14,038.81","£9,211.19","TS1","£138,600.00","","£126,976.89","£11,623.11","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,015.70","£23,025.00","","No","£22,734.04","£290.96","SW1P","Uncapped","£7,313.81","Uncapped","£0.00","£30,047.85","£171,063.55"
"Andy Sawford","Corby CC","£23,250.00","","£20,033.33","£3,216.67","NN17","£138,600.00","","£136,270.14","£2,329.86","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,303.47","£25,450.00","","No","£19,984.08","£5,465.92","SW1P","Uncapped","£6,703.40","Uncapped","£0.00","£26,687.48","£182,990.95"
"Andy Slaughter","Hammersmith BC","£25,900.00","","£24,809.63","£1,090.37","W6","£145,500.00","","£145,179.82","£320.18","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£169,989.45","","","","£0.00","£0.00","","Uncapped","£1,797.80","Uncapped","£0.00","£1,797.80","£171,787.25"
"Angela Eagle","Wallasey BC","£23,250.00","","£22,087.14","£1,162.86","CH45","£137,495.00","","£137,481.86","£13.14","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,569.00","£8,850.00","","","£5,031.23","£3,818.77","","Uncapped","£7,066.55","Uncapped","£0.00","£12,097.78","£171,666.78"
"Angela Smith","Penistone and Stocksbridge CC","£23,250.00","","£18,126.32","£5,123.68","S36","£138,600.00","","£138,197.60","£402.40","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,323.92","£20,600.00","","No","£20,599.94","£0.06","1. SE1
2. SE11","Uncapped","£11,405.38","Uncapped","£0.00","£32,005.32","£188,329.24"
"Angela Watkinson","Hornchurch and Upminster BC","£25,900.00","","£23,563.21","£2,336.79","RM11","£145,500.00","","£141,881.35","£3,618.65","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£165,444.56","","","","£0.00","£0.00","","Uncapped","£206.40","Uncapped","£0.00","£206.40","£165,650.96"
"Angie Bray","Ealing Central and Acton BC","£25,900.00","","£9,582.97","£16,317.03","W13","£145,500.00","","£142,881.78","£2,618.22","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,464.75","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£152,464.75"
"Angus MacNeil","Na h-Eileanan an Iar CC","£23,250.00","","£14,481.43","£8,768.57","HS1","£138,600.00","","£104,618.88","£33,981.12","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£119,100.31","","","","£16,669.11","£0.00","","Uncapped","£45,819.23","Uncapped","£0.00","£62,488.34","£181,588.65"
"Angus Robertson","Moray CC","£23,250.00","","£16,248.22","£7,001.78","1. 
2. ","£153,598.00","","£128,357.40","£25,240.60","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,605.62","£20,600.00","","No","£19,918.58","£681.42","SE1","Uncapped","£23,530.60","Uncapped","£0.00","£43,449.18","£188,054.80"
"Ann Clwyd","Cynon Valley CC","£23,250.00","","£18,175.76","£5,074.24","CF44","£138,600.00","","£117,749.07","£20,850.93","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,924.83","£8,850.00","","","£6,729.05","£2,120.95","","Uncapped","£5,113.15","Uncapped","£0.00","£11,842.20","£147,767.03"
"Ann Coffey","Stockport BC","£23,250.00","","£21,058.98","£2,191.02","SK2","£138,600.00","","£128,926.60","£9,673.40","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,985.58","£11,350.00","","No","£10,168.21","£1,181.79","SK4","Uncapped","£10,287.64","Uncapped","£0.00","£20,455.85","£170,441.43"
"Ann McKechin","Glasgow North BC","£23,250.00","","£21,282.29","£1,967.71","G20","£138,600.00","","£132,163.25","£6,436.75","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,445.54","£8,850.00","","","£3,948.53","£4,901.47","","Uncapped","£15,757.50","Uncapped","£0.00","£19,706.03","£173,151.57"
"Anna Soubry","Broxtowe CC","£23,250.00","","£21,691.57","£1,558.43","NG9","£138,600.00","","£134,052.09","£4,547.91","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,743.66","£20,600.00","","No","£20,537.06","£62.94","SW1P","Uncapped","£5,644.25","Uncapped","£0.00","£26,181.31","£181,924.97"
"Anne Begg","Aberdeen South BC","£23,250.00","","£23,702.32","£0.00","1. 
2. ","£138,600.00","","£129,791.44","£8,808.56","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,493.76","£20,600.00","","No","£20,600.00","£0.00","SW1V","Uncapped","£32,624.45","Uncapped","£700.00","£53,924.45","£207,418.21"
"Anne Main","St Albans CC","£25,900.00","","£8,589.92","£17,310.08","AL2","£145,500.00","","£119,379.91","£26,120.09","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,969.83","","","","£0.00","£0.00","","Uncapped","£19.20","Uncapped","£0.00","£19.20","£127,989.03"
"Anne McGuire","Stirling CC","£23,250.00","","£17,666.97","£5,583.03","FK8","£138,600.00","","£135,322.04","£3,277.96","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,989.01","£20,600.00","","No","£17,465.17","£3,134.83","SW1V","Uncapped","£17,808.73","Uncapped","£0.00","£35,273.90","£188,262.91"
"Anne McIntosh","Thirsk and Malton CC","£23,250.00","","£6,999.72","£16,250.28","1. 
2. ","£138,600.00","","£125,755.69","£12,844.31","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£132,755.41","£10,400.00","","No","£10,343.03","£56.97","Y07","Uncapped","£12,682.49","Uncapped","£0.00","£23,025.52","£155,780.93"
"Anne Milton","Guildford CC","£23,250.00","","£13,627.23","£9,622.77","GU3","£138,600.00","","£130,050.66","£8,549.34","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,677.89","","","","£0.00","£0.00","","Uncapped","£5,117.30","Uncapped","£0.00","£5,117.30","£148,795.19"
"Anne Morris","Newton Abbot CC","£23,250.00","","£17,775.68","£5,474.32","TQ12","£138,600.00","","£136,913.52","£1,686.48","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,689.20","£20,600.00","","No","£19,608.38","£991.62","SW1P","Uncapped","£8,527.20","Uncapped","£1,263.60","£29,399.18","£184,088.38"
"Annette Brooke","Mid Dorset and North Poole CC","£23,250.00","","£10,537.78","£12,712.22","BH18","£156,242.00","","£126,836.61","£29,405.39","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,374.39","","","","£14,224.00","£0.00","","Uncapped","£2,440.40","Uncapped","£0.00","£16,664.40","£154,038.79"
"Austin Mitchell","Great Grimsby BC","£23,250.00","","£10,763.07","£12,486.93","","£138,600.00","","£138,453.11","£146.89","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,216.18","£14,738.00","","","£10,157.28","£4,580.72","","Uncapped","£8,447.00","Uncapped","£7,466.15","£26,070.43","£175,286.61"
"Barbara Keeley","Worsley and Eccles South CC","£24,717.00","","£24,043.63","£673.37","M28","£147,588.00","","£131,194.89","£16,393.11","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,238.52","","","","£0.00","£0.00","","Uncapped","£7,378.05","Uncapped","£0.00","£7,378.05","£162,616.57"
"Barry Gardiner","Brent North BC","£25,900.00","","£17,984.76","£7,915.24","WD3","£153,120.00","","£151,659.05","£1,460.95","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£169,643.81","","","","£0.00","£0.00","","Uncapped","£1,159.20","Uncapped","£0.00","£1,159.20","£170,803.01"
"Barry Sheerman","Huddersfield BC","£23,250.00","","£20,372.99","£2,877.01","1. 
2. ","£138,600.00","","£137,471.34","£1,128.66","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,844.33","£10,400.00","","No","£9,753.78","£646.22","HD4","Uncapped","£11,235.89","Uncapped","£0.00","£20,989.67","£178,834.00"
"Ben Bradshaw","Exeter BC","£23,250.00","","£16,588.78","£6,661.22","EX1","£138,600.00","","£127,020.34","£11,579.66","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,609.12","£12,800.00","","No","£9,617.69","£3,182.31","EX2","Uncapped","£5,188.27","Uncapped","£0.00","£14,805.96","£158,415.08"
"Ben Gummer","Ipswich BC","£23,250.00","","£26,397.68","£0.00","IP4","£138,600.00","","£127,502.60","£11,097.40","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,900.28","£23,025.00","","No","£23,457.18","£0.00","1. SE1
2. W10","Uncapped","£10,217.41","Uncapped","£0.00","£33,674.59","£187,574.87"
"Ben Wallace","Wyre and Preston North CC","£23,250.00","","£15,670.13","£7,579.87","PR3","£138,600.00","","£132,997.05","£5,602.95","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£148,667.18","£27,875.00","","No","£27,148.60","£726.40","W8","Uncapped","£16,613.10","Uncapped","£0.00","£43,761.70","£192,428.88"
"Bernard Jenkin","Harwich and North Essex CC","£23,250.00","","£7,415.43","£15,834.57","","£138,600.00","","£126,546.75","£12,053.25","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,962.18","","","","£0.00","£0.00","","Uncapped","£1,362.16","Uncapped","£0.00","£1,362.16","£135,324.34"
"Bill Cash","Stone CC","£23,250.00","","£14,916.08","£8,333.92","ST15","£138,600.00","","£131,256.50","£7,343.50","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,172.58","£20,600.00","","No","£20,569.23","£30.77","SW1V","Uncapped","£11,446.41","Uncapped","£0.00","£32,015.64","£178,188.22"
"Bill Esterson","Sefton Central CC","£23,250.00","","£20,654.47","£2,595.53","1. 
2. ","£138,600.00","","£138,491.80","£108.20","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,146.27","£25,450.00","","No","£20,089.87","£5,360.13","SE11","Uncapped","£9,928.55","Uncapped","£2,310.00","£32,328.42","£191,474.69"
"Bill Wiggin","North Herefordshire CC","£23,250.00","","£10,709.64","£12,540.36","","£138,600.00","","£124,580.22","£14,019.78","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,289.86","£8,850.00","","","£2,068.32","£6,781.68","","Uncapped","£6,678.45","Uncapped","£0.00","£8,746.77","£144,036.63"
"Bob Ainsworth","Coventry North East BC","£23,250.00","","£10,938.56","£12,311.44","CV1","£138,600.00","","£102,849.32","£35,750.68","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,787.88","£20,600.00","","No","£17,496.00","£3,104.00","SW1V","Uncapped","£1,720.85","Uncapped","£480.00","£19,696.85","£133,484.73"
