MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"George Galloway","Bradford West BC","","","£31,436.42","£0.00","","","","£117,426.00","£0.00","n/a","","£6,033.58","£0.00","n/a","","£0.00","£0.00","£154,896.00","","","","£1,289.15","£0.00","","Uncapped","£27,143.10","Uncapped","£0.00","£28,432.25","£183,328.25"
"George Hollingbery","Meon Valley CC","","","£7,012.18","£0.00","","","","£123,366.48","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,378.66","","","","£0.00","£0.00","","Uncapped","£491.95","Uncapped","£0.00","£491.95","£130,870.61"
"George Howarth","Knowsley BC","","","£20,173.93","£0.00","","","","£94,149.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£114,323.22","","","","£9,066.25","£0.00","","Uncapped","£9,473.95","Uncapped","£258.40","£18,798.60","£133,121.82"
"George Mudie","Leeds East BC","","","£17,562.96","£0.00","","","","£128,841.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,404.76","","","","£0.00","£0.00","","Uncapped","£8,421.63","Uncapped","£0.00","£8,421.63","£154,826.39"
"George Osborne","Tatton CC","","","£3,917.17","£0.00","","","","£115,265.28","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£119,182.45","","","","£0.00","£0.00","","Uncapped","£2,315.62","Uncapped","£0.00","£2,315.62","£121,498.07"
"George Young","North West Hampshire CC","","","£11,431.32","£0.00","","","","£79,926.55","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£91,357.87","","","","£5,900.31","£0.00","","Uncapped","£4,472.45","Uncapped","£0.00","£10,372.76","£101,730.63"
"Geraint Davies","Swansea West BC","","","£17,129.61","£0.00","","","","£114,505.37","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,634.98","","","","£11,271.60","£0.00","","Uncapped","£6,459.27","Uncapped","£0.00","£17,730.87","£149,365.85"
"Gerald Howarth","Aldershot BC","","","£15,188.89","£0.00","","","","£90,927.44","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£106,116.33","","","","£5,793.03","£0.00","","Uncapped","£1,904.03","Uncapped","£2,704.00","£10,401.06","£116,517.39"
"Gerald Kaufman","Manchester, Gorton BC","","","£6,614.13","£0.00","","","","£112,062.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£118,676.13","","","","£4,246.85","£0.00","","Uncapped","£9,346.50","Uncapped","£0.00","£13,593.35","£132,269.48"
"Gerry Sutcliffe","Bradford South BC","","","£20,061.49","£0.00","","","","£107,867.06","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,928.55","","","","£15,600.00","£0.00","","Uncapped","£11,625.09","Uncapped","£0.00","£27,225.09","£155,153.64"
"Gisela Stuart","Birmingham, Edgbaston BC","","","£16,270.01","£0.00","","","","£105,359.27","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£121,629.28","","","","£10,949.98","£0.00","","Uncapped","£6,637.95","Uncapped","£0.00","£17,587.93","£139,217.21"
"Glenda Jackson","Hampstead and Kilburn BC","","","£14,030.75","£0.00","","","","£157,482.34","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£171,513.09","","","","£0.00","£0.00","","Uncapped","£173.00","Uncapped","£4,366.61","£4,539.61","£176,052.70"
"Gloria De Piero","Ashfield CC","","","£13,826.09","£0.00","","","","£103,588.90","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£117,414.99","","","","£19,934.41","£0.00","","Uncapped","£3,750.32","Uncapped","£0.00","£23,684.73","£141,099.72"
"Glyn Davies","Montgomeryshire CC","","","£16,265.34","£0.00","","","","£108,903.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,168.65","","","","£19,870.00","£0.00","","Uncapped","£11,266.80","Uncapped","£0.00","£31,136.80","£156,305.45"
"Gordon Banks","Ochil and South Perthshire CC","","","£21,808.93","£0.00","","","","£129,145.05","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£150,953.98","","","","£18,255.57","£0.00","","Uncapped","£21,682.21","Uncapped","£0.00","£39,937.78","£190,891.76"
"Gordon Birtwistle","Burnley BC","","","£23,424.32","£0.00","","","","£137,067.33","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£160,491.65","","","","£18,330.73","£0.00","","Uncapped","£12,786.48","Uncapped","£0.00","£31,117.21","£191,608.86"
"Gordon Brown","Kirkcaldy and Cowdenbeath CC","","","£13,571.27","£0.00","","","","£116,047.69","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£129,618.96","","","","£0.00","£0.00","","Uncapped","£14,957.99","Uncapped","£0.00","£14,957.99","£144,576.95"
"Gordon Henderson","Sittingbourne and Sheppey CC","","","£13,318.84","£0.00","","","","£113,493.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,812.47","","","","£0.00","£0.00","","Uncapped","£8,174.25","Uncapped","£0.00","£8,174.25","£134,986.72"
"Gordon Marsden","Blackpool South BC","","","£19,713.36","£0.00","","","","£126,875.92","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,589.28","","","","£7,569.31","£0.00","","Uncapped","£7,297.63","Uncapped","£0.00","£14,866.94","£161,456.22"
"Graeme Morrice","Livingston CC","","","£21,300.96","£0.00","","","","£124,505.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,806.59","","","","£19,761.30","£0.00","","Uncapped","£10,560.85","Uncapped","£300.00","£30,622.15","£176,428.74"
"Graham Allen","Nottingham North BC","","","£22,769.89","£0.00","","","","£119,970.19","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,740.08","","","","£8,850.00","£0.00","","Uncapped","£8,725.27","Uncapped","£0.00","£17,575.27","£160,315.35"
"Graham Brady","Altrincham and Sale West BC","","","£13,074.86","£0.00","","","","£125,493.12","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,567.98","","","","£6,635.77","£0.00","","Uncapped","£5,525.95","Uncapped","£0.00","£12,161.72","£150,729.70"
"Graham Evans","Weaver Vale CC","","","£18,205.23","£0.00","","","","£109,481.83","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,687.06","","","","£22,409.68","£0.00","","Uncapped","£11,131.07","Uncapped","£0.00","£33,540.75","£161,227.81"
"Graham Jones","Hyndburn BC","","","£20,902.37","£0.00","","","","£110,147.88","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,050.25","","","","£22,425.00","£0.00","","Uncapped","£8,088.57","Uncapped","£0.00","£30,513.57","£161,563.82"
"Graham Stringer","Blackley and Broughton BC","","","£18,090.59","£0.00","","","","£115,749.62","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,840.21","","","","£12,380.00","£0.00","","Uncapped","£11,200.75","Uncapped","£0.00","£23,580.75","£157,420.96"
"Graham Stuart","Beverley and Holderness CC","","","£16,662.44","£0.00","","","","£126,951.92","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,614.36","","","","£19,191.56","£0.00","","Uncapped","£9,151.76","Uncapped","£60.00","£28,403.32","£172,017.68"
"Grahame Morris","Easington CC","","","£18,290.36","£0.00","","","","£128,100.12","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,390.48","","","","£19,844.72","£0.00","","Uncapped","£7,236.50","Uncapped","£0.00","£27,081.22","£173,471.70"
"Grant Shapps","Welwyn Hatfield CC","","","£16,641.61","£0.00","","","","£127,334.97","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,976.58","","","","£0.00","£0.00","","Uncapped","£7,949.17","Uncapped","£0.00","£7,949.17","£151,925.75"
"Greg Clark","Tunbridge Wells CC","","","£18,683.73","£0.00","","","","£128,030.95","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,714.68","","","","£20,931.80","£0.00","","Uncapped","£1,195.35","Uncapped","£0.00","£22,127.15","£168,841.83"
"Greg Hands","Chelsea and Fulham BC","","","£2,728.76","£0.00","","","","£116,110.69","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£118,839.45","","","","£0.00","£0.00","","Uncapped","£688.10","Uncapped","£0.00","£688.10","£119,527.55"
"Greg Knight","East Yorkshire CC","","","£17,750.73","£0.00","","","","£118,197.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,948.54","","","","£18,745.50","£0.00","","Uncapped","£8,902.20","Uncapped","£0.00","£27,647.70","£163,596.24"
"Greg Mulholland","Leeds North West BC","","","£20,275.95","£0.00","","","","£131,801.26","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,077.21","","","","£18,806.87","£0.00","","Uncapped","£9,879.86","Uncapped","£0.00","£28,686.73","£180,763.94"
"Gregg McClymont","Cumbernauld, Kilsyth and Kirkintilloch East CC","","","£23,228.55","£0.00","","","","£139,493.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,722.41","","","","£0.00","£0.00","","Uncapped","£18,910.59","Uncapped","£0.00","£18,910.59","£181,633.00"
"Gregory Barker","Bexhill and Battle CC","","","£12,987.89","£0.00","","","","£113,303.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,291.68","","","","£27,275.00","£0.00","","Uncapped","£3,850.66","Uncapped","£0.00","£31,125.66","£157,417.34"
"Gregory Campbell","East Londonderry","","","£5,348.70","£0.00","","","","£87,874.67","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£93,223.37","","","","£16,277.47","£0.00","","Uncapped","£22,578.38","Uncapped","£124.48","£38,980.33","£132,203.70"
"Guto Bebb","Aberconwy CC","","","£20,440.58","£0.00","","","","£113,527.67","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,968.25","","","","£19,644.22","£0.00","","Uncapped","£15,184.23","Uncapped","£2,254.59","£37,083.04","£171,051.29"
"Guy Opperman","Hexham CC","","","£21,742.28","£0.00","","","","£125,556.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,299.09","","","","£8,250.78","£0.00","","Uncapped","£5,667.80","Uncapped","£0.00","£13,918.58","£161,217.67"
"Harriet Harman","Camberwell and Peckham BC","","","£18,982.31","£0.00","","","","£144,996.78","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,979.09","","","","£0.00","£0.00","","Uncapped","£369.38","Uncapped","£0.00","£369.38","£164,348.47"
"Harriett Baldwin","West Worcestershire CC","","","£21,550.53","£0.00","","","","£132,836.89","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,387.42","","","","£3,023.38","£0.00","","Uncapped","£8,691.79","Uncapped","£0.00","£11,715.17","£166,102.59"
"Hazel Blears","Salford and Eccles BC","","","£18,907.07","£0.00","","","","£130,606.59","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,513.66","","","","£19,740.60","£0.00","","Uncapped","£8,819.23","Uncapped","£0.00","£28,559.83","£178,073.49"
"Heather Wheeler","South Derbyshire CC","","","£19,941.55","£0.00","","","","£116,159.77","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,101.32","","","","£22,019.23","£0.00","","Uncapped","£8,391.35","Uncapped","£0.00","£30,410.58","£166,511.90"
"Heidi Alexander","Lewisham East BC","","","£16,925.86","£0.00","","","","£123,335.87","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,261.73","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£140,261.73"
"Helen Goodman","Bishop Auckland CC","","","£19,114.50","£0.00","","","","£118,952.14","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,066.64","","","","£4,547.34","£0.00","","Uncapped","£17,484.68","Uncapped","£0.00","£22,032.02","£160,098.66"
"Helen Grant","Maidstone and The Weald CC","","","£19,275.64","£0.00","","","","£116,794.82","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,070.46","","","","£16,888.70","£0.00","","Uncapped","£297.40","Uncapped","£0.00","£17,186.10","£153,256.56"
"Helen Jones","Warrington North BC","","","£22,196.91","£0.00","","","","£122,614.65","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,811.56","","","","£19,572.12","£0.00","","Uncapped","£7,369.81","Uncapped","£0.00","£26,941.93","£171,753.49"
"Henry Bellingham","North West Norfolk CC","","","£19,623.35","£0.00","","","","£122,866.30","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,489.65","","","","£7,116.13","£0.00","","Uncapped","£4,802.40","Uncapped","£350.16","£12,268.69","£154,758.34"
"Henry Smith","Crawley BC","","","£16,179.63","£0.00","","","","£106,025.42","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,205.05","","","","£0.00","£0.00","","Uncapped","£5,835.32","Uncapped","£0.00","£5,835.32","£128,040.37"
"Hilary Benn","Leeds Central BC","","","£22,100.53","£0.00","","","","£123,030.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,131.26","","","","£4,067.10","£0.00","","Uncapped","£8,259.75","Uncapped","£0.00","£12,326.85","£157,458.11"
"Hugh Bayley","York Central BC","","","£21,153.00","£0.00","","","","£128,582.16","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,735.16","","","","£6,106.28","£0.00","","Uncapped","£7,658.00","Uncapped","£0.00","£13,764.28","£163,499.44"
"Hugh Robertson","Faversham and Mid Kent CC","","","£12,801.79","£0.00","","","","£76,896.56","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£89,698.35","","","","£24,292.67","£0.00","","Uncapped","£4,232.25","Uncapped","£408.00","£28,932.92","£118,631.27"
"Hugo Swire","East Devon CC","","","£2,857.30","£0.00","","","","£123,088.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,945.61","","","","£8,775.78","£0.00","","Uncapped","£5,509.90","Uncapped","£0.00","£14,285.68","£140,231.29"
"Huw Irranca-Davies","Ogmore CC","","","£17,843.99","£0.00","","","","£127,968.25","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,812.24","","","","£17,538.92","£0.00","","Uncapped","£7,008.14","Uncapped","£0.00","£24,547.06","£170,359.30"
"Hywel Francis","Aberavon CC","","","£22,279.43","£0.00","","","","£108,221.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,501.16","","","","£19,412.46","£0.00","","Uncapped","£6,196.31","Uncapped","£0.00","£25,608.77","£156,109.93"
"Hywel Williams","Arfon CC","","","£17,638.92","£0.00","","","","£120,299.14","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,938.06","","","","£20,016.59","£0.00","","Uncapped","£7,275.71","Uncapped","£0.00","£27,292.30","£165,230.36"
"Iain Duncan Smith","Chingford and Woodford Green BC","","","£17,523.93","£0.00","","","","£112,494.45","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,018.38","","","","£0.00","£0.00","","Uncapped","£717.55","Uncapped","£0.00","£717.55","£130,735.93"
"Iain McKenzie","Inverclyde CC","","","£20,895.36","£0.00","","","","£113,117.26","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,012.62","","","","£21,558.98","£0.00","","Uncapped","£17,600.10","Uncapped","£0.00","£39,159.08","£173,171.70"
"Iain Stewart","Milton Keynes South BC","","","£13,582.55","£0.00","","","","£120,771.10","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,353.65","","","","£9,750.00","£0.00","","Uncapped","£6,495.19","Uncapped","£0.00","£16,245.19","£150,598.84"
"Iain Wright","Hartlepool BC","","","£12,287.02","£0.00","","","","£89,665.24","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£101,952.26","","","","£8,193.90","£0.00","","Uncapped","£6,618.59","Uncapped","£0.00","£14,812.49","£116,764.75"
"Ian Austin","Dudley North BC","","","£17,342.32","£0.00","","","","£128,605.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,947.63","","","","£20,000.00","£0.00","","Uncapped","£4,877.10","Uncapped","£0.00","£24,877.10","£170,824.73"
"Ian Davidson","Glasgow South West BC","","","£21,496.30","£0.00","","","","£121,323.71","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,820.01","","","","£20,341.55","£0.00","","Uncapped","£14,461.81","Uncapped","£0.00","£34,803.36","£177,623.37"
"Ian Lavery","Wansbeck CC","","","£20,804.74","£0.00","","","","£132,796.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,601.47","","","","£18,803.88","£0.00","","Uncapped","£14,804.34","Uncapped","£0.00","£33,608.22","£187,209.69"
"Ian Liddell-Grainger","Bridgwater and West Somerset CC","","","£19,982.97","£0.00","","","","£132,388.38","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,371.35","","","","£26,236.95","£0.00","","Uncapped","£7,950.65","Uncapped","£944.40","£35,132.00","£187,503.35"
"Ian Lucas","Wrexham CC","","","£18,329.69","£0.00","","","","£116,183.77","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,513.46","","","","£18,797.84","£0.00","","Uncapped","£5,508.03","Uncapped","£0.00","£24,305.87","£158,819.33"
"Ian Mearns","Gateshead BC","","","£21,789.56","£0.00","","","","£120,306.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,096.35","","","","£18,158.81","£0.00","","Uncapped","£10,342.50","Uncapped","£0.00","£28,501.31","£170,597.66"
"Ian Murray","Edinburgh South BC","","","£26,950.04","£0.00","","","","£125,038.22","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,988.26","","","","£17,929.68","£0.00","","Uncapped","£11,922.21","Uncapped","£0.00","£29,851.89","£181,840.15"
"Ian Paisley","North Antrim","","","£29,289.28","£0.00","","","","£133,337.76","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,627.04","","","","£30,601.24","£0.00","","Uncapped","£45,039.08","Uncapped","£0.00","£75,640.32","£238,267.36"
"Ian Swales","Redcar BC","","","£13,791.51","£0.00","","","","£119,752.07","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,543.58","","","","£19,968.95","£0.00","","Uncapped","£6,221.95","Uncapped","£670.21","£26,861.11","£160,404.69"
"Ivan Lewis","Bury South BC","","","£21,918.17","£0.00","","","","£133,491.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,409.63","","","","£19,952.76","£0.00","","Uncapped","£8,885.70","Uncapped","£0.00","£28,838.46","£184,248.09"
"Jack Dromey","Birmingham, Erdington BC","","","£21,393.05","£0.00","","","","£130,099.33","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,492.38","","","","£10,125.38","£0.00","","Uncapped","£6,491.70","Uncapped","£0.00","£16,617.08","£168,109.46"
"Jack Lopresti","Filton and Bradley Stoke CC","","","£20,538.68","£0.00","","","","£118,488.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,027.62","","","","£17,578.94","£0.00","","Uncapped","£4,857.09","Uncapped","£0.00","£22,436.03","£161,463.65"
"Jack Straw","Blackburn BC","","","£26,862.50","£0.00","","","","£132,133.17","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,995.67","","","","£1,927.73","£0.00","","Uncapped","£7,003.90","Uncapped","£0.00","£8,931.63","£167,927.30"
"Jackie Doyle-Price","Thurrock BC","","","£23,254.08","£0.00","","","","£119,959.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,213.88","","","","£0.00","£0.00","","Uncapped","£1,636.65","Uncapped","£0.00","£1,636.65","£144,850.53"
"Jacob Rees-Mogg","North East Somerset CC","","","£1,345.40","£0.00","","","","£101,890.35","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£103,235.75","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£103,235.75"
"Jake Berry","Rossendale and Darwen BC","","","£23,515.25","£0.00","","","","£113,772.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,288.05","","","","£20,889.06","£0.00","","Uncapped","£10,177.14","Uncapped","£0.00","£31,066.20","£168,354.25"
"James Arbuthnot","North East Hampshire CC","","","£19,149.63","£0.00","","","","£122,363.93","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,513.56","","","","£13,230.00","£0.00","","Uncapped","£1,540.85","Uncapped","£0.00","£14,770.85","£156,284.41"
"James Brokenshire","Old Bexley and Sidcup BC","","","£6,003.94","£0.00","","","","£89,033.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£95,037.30","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£95,037.30"
"James Clappison","Hertsmere CC","","","£6,391.00","£0.00","","","","£84,946.83","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£91,337.83","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£91,337.83"
"James Duddridge","Rochford and Southend East CC","","","£15,769.24","£0.00","","","","£122,737.22","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,506.46","","","","£8,020.60","£0.00","","Uncapped","£2,155.29","Uncapped","£0.00","£10,175.89","£148,682.35"
"James Gray","North Wiltshire CC","","","£19,787.45","£0.00","","","","£132,821.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,608.92","","","","£14,587.44","£0.00","","Uncapped","£10,304.03","Uncapped","£0.00","£24,891.47","£177,500.39"
"James Morris","Halesowen and Rowley Regis BC","","","£21,624.98","£0.00","","","","£107,182.49","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£128,807.47","","","","£9,466.17","£0.00","","Uncapped","£5,088.45","Uncapped","£0.00","£14,554.62","£143,362.09"
"James Paice","South East Cambridgeshire CC","","","£9,440.19","£0.00","","","","£113,360.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,800.48","","","","£16,919.16","£0.00","","Uncapped","£4,752.05","Uncapped","£0.00","£21,671.21","£144,471.69"
"James Wharton","Stockton South BC","","","£19,262.15","£0.00","","","","£118,680.72","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,942.87","","","","£19,998.62","£0.00","","Uncapped","£7,303.34","Uncapped","£0.00","£27,301.96","£165,244.83"
"Jamie Reed","Copeland CC","","","£19,947.01","£0.00","","","","£138,236.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,183.48","","","","£10,341.80","£0.00","","Uncapped","£12,731.65","Uncapped","£0.00","£23,073.45","£181,256.93"
"Jane Ellison","Battersea BC","","","£17,101.76","£0.00","","","","£129,782.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,883.85","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£146,883.85"
"Jason McCartney","Colne Valley CC","","","£13,915.75","£0.00","","","","£122,467.37","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,383.12","","","","£6,618.50","£0.00","","Uncapped","£4,925.85","Uncapped","£0.00","£11,544.35","£147,927.47"
"Jeffrey Donaldson","Lagan Valley","","","£21,891.92","£0.00","","","","£121,085.64","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,977.56","","","","£7,999.79","£0.00","","Uncapped","£25,974.77","Uncapped","£0.00","£33,974.56","£176,952.12"
"Jenny Chapman","Darlington BC","","","£20,701.86","£0.00","","","","£105,368.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,069.90","","","","£14,224.64","£0.00","","Uncapped","£10,327.30","Uncapped","£4,386.41","£28,938.35","£155,008.25"
"Jenny Willott","Cardiff Central BC","","","£18,989.11","£0.00","","","","£114,997.85","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,986.96","","","","£25,237.15","£0.00","","Uncapped","£6,915.01","Uncapped","£1,164.00","£33,316.16","£167,303.12"
"Jeremy Browne","Taunton Deane CC","","","£18,772.94","£0.00","","","","£117,880.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,653.62","","","","£0.00","£0.00","","Uncapped","£7,360.95","Uncapped","£0.00","£7,360.95","£144,014.57"
"Jeremy Corbyn","Islington North BC","","","£16,211.73","£0.00","","","","£122,627.27","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,839.00","","","","£0.00","£0.00","","Uncapped","£533.80","Uncapped","£0.00","£533.80","£139,372.80"
"Jeremy Hunt","South West Surrey CC","","","£14,647.27","£0.00","","","","£99,074.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,721.93","","","","£2,051.19","£0.00","","Uncapped","£2,306.78","Uncapped","£252.05","£4,610.02","£118,331.95"
"Jeremy Lefroy","Stafford CC","","","£23,154.22","£0.00","","","","£135,260.98","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,415.20","","","","£11,728.69","£0.00","","Uncapped","£4,154.29","Uncapped","£0.00","£15,882.98","£174,298.18"
"Jeremy Wright","Kenilworth and Southam CC","","","£17,335.77","£0.00","","","","£104,349.11","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£121,684.88","","","","£17,702.41","£0.00","","Uncapped","£5,767.60","Uncapped","£0.00","£23,470.01","£145,154.89"
"Jesse Norman","Hereford and South Herefordshire CC","","","£16,941.27","£0.00","","","","£111,572.62","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£128,513.89","","","","£0.00","£0.00","","Uncapped","£269.75","Uncapped","£0.00","£269.75","£128,783.64"
"Jessica Lee","Erewash CC","","","£14,928.61","£0.00","","","","£111,928.78","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,857.39","","","","£21,380.49","£0.00","","Uncapped","£2,582.89","Uncapped","£0.00","£23,963.38","£150,820.77"
"Jessica Morden","Newport East CC","","","£20,712.27","£0.00","","","","£102,993.71","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£123,705.98","","","","£10,370.74","£0.00","","Uncapped","£5,334.79","Uncapped","£0.00","£15,705.53","£139,411.51"
"Jim Cunningham","Coventry South BC","","","£9,899.98","£0.00","","","","£88,324.07","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£98,224.05","","","","£16,668.14","£0.00","","Uncapped","£1,366.25","Uncapped","£0.00","£18,034.39","£116,258.44"
"Jim Dobbin","Heywood and Middleton CC","","","£16,280.23","£0.00","","","","£136,002.89","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,283.12","","","","£37.95","£0.00","","Uncapped","£5,590.30","Uncapped","£0.00","£5,628.25","£157,911.37"
