MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Martin Caton","Gower CC","","","£9,115.95","£0.00","","","","£95,939.88","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£105,055.83","","","","£3,838.14","£0.00","","Uncapped","£5,259.00","Uncapped","£0.00","£9,097.14","£114,152.97"
"Martin Horwood","Cheltenham BC","","","£21,001.70","£0.00","","","","£130,650.67","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,652.37","","","","£19,733.85","£0.00","","Uncapped","£4,533.41","Uncapped","£0.00","£24,267.26","£175,919.63"
"Martin McGuinness","Mid Ulster","","","£0.00","£0.00","","","","£62,276.32","£0.00","n/a","","£0.00","£0.00","n/a","","£52,596.15","£0.00","£114,872.47","","","","£0.00","£0.00","","Uncapped","£2,618.74","Uncapped","£0.00","£2,618.74","£117,491.21"
"Martin Vickers","Cleethorpes CC","","","£15,920.00","£0.00","","","","£89,626.54","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£105,546.54","","","","£17,209.22","£0.00","","Uncapped","£5,367.60","Uncapped","£0.00","£22,576.82","£128,123.36"
"Mary Creagh","Wakefield CC","","","£22,432.26","£0.00","","","","£109,160.88","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,593.14","","","","£8,850.00","£0.00","","Uncapped","£11,280.06","Uncapped","£0.00","£20,130.06","£151,723.20"
"Mary Glindon","North Tyneside BC","","","£16,225.97","£0.00","","","","£95,536.93","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£111,762.90","","","","£19,244.92","£0.00","","Uncapped","£9,567.30","Uncapped","£0.00","£28,812.22","£140,575.12"
"Mary MacLeod","Brentford and Isleworth BC","","","£10,423.15","£0.00","","","","£130,849.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,272.51","","","","£0.00","£0.00","","Uncapped","£253.30","Uncapped","£0.00","£253.30","£141,525.81"
"Matthew Hancock","West Suffolk CC","","","£18,844.11","£0.00","","","","£128,941.87","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,785.98","","","","£15,680.19","£0.00","","Uncapped","£4,543.25","Uncapped","£0.00","£20,223.44","£168,009.42"
"Matthew Offord","Hendon BC","","","£15,258.16","£0.00","","","","£99,894.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£115,152.62","","","","£0.00","£0.00","","Uncapped","£1,557.43","Uncapped","£0.00","£1,557.43","£116,710.05"
"Meg Hillier","Hackney South and Shoreditch BC","","","£16,539.58","£0.00","","","","£139,900.38","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,439.96","","","","£0.00","£0.00","","Uncapped","£337.20","Uncapped","£3,750.40","£4,087.60","£160,527.56"
"Meg Munn","Sheffield, Heeley BC","","","£17,935.18","£0.00","","","","£113,612.49","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,547.67","","","","£20,000.00","£0.00","","Uncapped","£5,565.83","Uncapped","£0.00","£25,565.83","£157,113.50"
"Mel Stride","Central Devon CC","","","£10,306.83","£0.00","","","","£117,774.54","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£128,081.37","","","","£8,827.38","£0.00","","Uncapped","£7,160.64","Uncapped","£0.00","£15,988.02","£144,069.39"
"Menzies Campbell","North East Fife CC","","","£10,863.72","£0.00","","","","£119,442.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,306.53","","","","£10,462.15","£0.00","","Uncapped","£15,028.63","Uncapped","£0.00","£25,490.78","£155,797.31"
"Michael Connarty","Linlithgow and East Falkirk CC","","","£21,623.94","£0.00","","","","£119,983.52","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,607.46","","","","£17,917.09","£0.00","","Uncapped","£17,151.12","Uncapped","£0.00","£35,068.21","£176,675.67"
"Michael Dugher","Barnsley East CC","","","£12,257.59","£0.00","","","","£149,725.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,983.22","","","","£13,024.84","£0.00","","Uncapped","£6,574.50","Uncapped","£767.00","£20,366.34","£182,349.56"
"Michael Ellis","Northampton North BC","","","£4,663.60","£0.00","","","","£100,900.25","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£105,563.85","","","","£19,921.10","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£19,921.10","£125,484.95"
"Michael Fabricant","Lichfield CC","","","£4,265.43","£0.00","","","","£89,576.76","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£93,842.19","","","","£10,949.31","£0.00","","Uncapped","£5,571.40","Uncapped","£0.00","£16,520.71","£110,362.90"
"Michael Fallon","Sevenoaks CC","","","£8,077.74","£0.00","","","","£93,516.83","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£101,594.57","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£101,594.57"
"Michael Gove","Surrey Heath CC","","","£17,800.17","£0.00","","","","£128,556.98","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,357.15","","","","£0.00","£0.00","","Uncapped","£306.95","Uncapped","£0.00","£306.95","£146,664.10"
"Michael McCann","East Kilbride, Strathaven and Lesmahagow CC","","","£20,337.42","£0.00","","","","£125,201.51","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,538.93","","","","£19,449.82","£0.00","","Uncapped","£19,561.75","Uncapped","£0.00","£39,011.57","£184,550.50"
"Michael Meacher","Oldham West and Royton BC","","","£18,277.57","£0.00","","","","£131,533.25","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,810.82","","","","£8,973.82","£0.00","","Uncapped","£1,239.00","Uncapped","£38.82","£10,251.64","£160,062.46"
"Michael Moore","Berwickshire, Roxburgh and Selkirk CC","","","£21,974.33","£0.00","","","","£119,091.45","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,065.78","","","","£12,296.55","£0.00","","Uncapped","£17,319.87","Uncapped","£0.00","£29,616.42","£170,682.20"
"Michelle Gildernew","Fermanagh and South Tyrone","","","£13,875.44","£0.00","","","","£93,414.48","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£107,289.92","","","","£0.00","£0.00","","Uncapped","£2,527.10","Uncapped","£0.00","£2,527.10","£109,817.02"
"Mike Crockart","Edinburgh West BC","","","£21,313.22","£0.00","","","","£128,206.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,519.85","","","","£20,908.47","£0.00","","Uncapped","£18,283.69","Uncapped","£0.00","£39,192.16","£188,712.01"
"Mike Freer","Finchley and Golders Green BC","","","£22,802.27","£0.00","","","","£120,844.35","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,646.62","","","","£0.00","£0.00","","Uncapped","£501.70","Uncapped","£0.00","£501.70","£144,148.32"
"Mike Gapes","Ilford South BC","","","£23,413.21","£0.00","","","","£118,250.40","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,663.61","","","","£0.00","£0.00","","Uncapped","£633.10","Uncapped","£0.00","£633.10","£142,296.71"
"Mike Hancock","Portsmouth South BC","","","£22,138.50","£0.00","","","","£123,911.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,049.54","","","","£0.00","£0.00","","Uncapped","£2,423.25","Uncapped","£0.00","£2,423.25","£148,472.79"
"Mike Penning","Hemel Hempstead CC","","","£21,887.23","£0.00","","","","£91,312.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,199.52","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£113,199.52"
"Mike Thornton","Eastleigh BC","","","£0.00","£0.00","","","","£6,742.62","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,742.62","","","","£1,350.00","£0.00","","Uncapped","£189.68","Uncapped","£0.00","£1,539.68","£8,282.30"
"Mike Weatherley","Hove BC","","","£17,997.60","£0.00","","","","£136,249.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,247.41","","","","£22,685.51","£0.00","","Uncapped","£1,058.20","Uncapped","£0.00","£23,743.71","£177,991.12"
"Mike Weir","Angus CC","","","£15,267.41","£0.00","","","","£97,908.91","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£113,176.32","","","","£20,041.47","£0.00","","Uncapped","£16,406.52","Uncapped","£0.00","£36,447.99","£149,624.31"
"Mike Wood","Batley and Spen BC","","","£15,571.54","£0.00","","","","£128,434.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,006.35","","","","£19,691.03","£0.00","","Uncapped","£5,436.08","Uncapped","£0.00","£25,127.11","£169,133.46"
"Nadhim Zahawi","Stratford-on-Avon CC","","","£12,823.60","£0.00","","","","£145,469.06","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,292.66","","","","£3,797.82","£0.00","","Uncapped","£3,323.30","Uncapped","£0.00","£7,121.12","£165,413.78"
"Nadine Dorries","Mid Bedfordshire CC","","","£11,074.85","£0.00","","","","£125,677.61","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,752.46","","","","£19,159.79","£0.00","","Uncapped","£5,234.55","Uncapped","£0.00","£24,394.34","£161,146.80"
"Naomi Long","Belfast East","","","£15,763.74","£0.00","","","","£119,551.28","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,315.02","","","","£19,768.53","£0.00","","Uncapped","£8,880.58","Uncapped","£0.00","£28,649.11","£163,964.13"
"Natascha Engel","North East Derbyshire CC","","","£21,926.59","£0.00","","","","£110,099.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£132,026.00","","","","£25,677.66","£0.00","","Uncapped","£6,852.00","Uncapped","£0.00","£32,529.66","£164,555.66"
"Neil Carmichael","Stroud CC","","","£20,096.49","£0.00","","","","£127,199.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,296.35","","","","£18,658.17","£0.00","","Uncapped","£4,832.62","Uncapped","£0.00","£23,490.79","£170,787.14"
"Neil Parish","Tiverton and Honiton CC","","","£4,099.19","£0.00","","","","£104,182.52","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£108,281.71","","","","£19,651.65","£0.00","","Uncapped","£7,076.54","Uncapped","£0.00","£26,728.19","£135,009.90"
"Nia Griffith","Llanelli CC","","","£22,919.63","£0.00","","","","£122,355.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,275.43","","","","£0.00","£0.00","","Uncapped","£6,312.10","Uncapped","£0.00","£6,312.10","£151,587.53"
"Nic Dakin","Scunthorpe CC","","","£21,538.83","£0.00","","","","£135,927.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,466.29","","","","£19,966.22","£0.00","","Uncapped","£12,427.13","Uncapped","£0.00","£32,393.35","£189,859.64"
"Nicholas Brown","Newcastle upon Tyne East BC","","","£12,734.32","£0.00","","","","£127,578.08","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,312.40","","","","£4,300.05","£0.00","","Uncapped","£7,412.25","Uncapped","£0.00","£11,712.30","£152,024.70"
"Nicholas Soames","Mid Sussex CC","","","£14,121.18","£0.00","","","","£105,275.92","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£119,397.10","","","","£3,578.22","£0.00","","Uncapped","£2,193.75","Uncapped","£0.00","£5,771.97","£125,169.07"
"Nick Boles","Grantham and Stamford CC","","","£5,695.50","£0.00","","","","£120,575.25","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,270.75","","","","£9,950.47","£0.00","","Uncapped","£4,955.67","Uncapped","£0.00","£14,906.14","£141,176.89"
"Nick Clegg","Sheffield, Hallam CC","","","£17,820.45","£0.00","","","","£122,318.96","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,139.41","","","","£9,717.41","£0.00","","Uncapped","£3,417.50","Uncapped","£0.00","£13,134.91","£153,274.32"
"Nick de Bois","Enfield North BC","","","£24,807.58","£0.00","","","","£142,254.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£167,062.04","","","","£300.00","£0.00","","Uncapped","£1,010.74","Uncapped","£0.00","£1,310.74","£168,372.78"
"Nick Gibb","Bognor Regis and Littlehampton CC","","","£10,927.45","£0.00","","","","£103,457.98","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£114,385.43","","","","£0.00","£0.00","","Uncapped","£5,138.80","Uncapped","£0.00","£5,138.80","£119,524.23"
"Nick Harvey","North Devon CC","","","£19,214.87","£0.00","","","","£128,494.15","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,709.02","","","","£22,406.66","£0.00","","Uncapped","£12,115.10","Uncapped","£0.00","£34,521.76","£182,230.78"
"Nick Herbert","Arundel and South Downs CC","","","£6,169.06","£0.00","","","","£115,778.51","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£121,947.57","","","","£0.00","£0.00","","Uncapped","£2,407.56","Uncapped","£0.00","£2,407.56","£124,355.13"
"Nick Hurd","Ruislip, Northwood and Pinner BC","","","£22,653.58","£0.00","","","","£124,933.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,587.31","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£147,587.31"
"Nick Raynsford","Greenwich and Woolwich BC","","","£14,880.71","£0.00","","","","£118,690.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,571.57","","","","£0.00","£0.00","","Uncapped","£149.10","Uncapped","£0.00","£149.10","£133,720.67"
"Nick Smith","Blaenau Gwent CC","","","£18,783.76","£0.00","","","","£135,960.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,743.80","","","","£4,800.72","£0.00","","Uncapped","£6,360.33","Uncapped","£0.00","£11,161.05","£165,904.85"
"Nicky Morgan","Loughborough CC","","","£16,851.51","£0.00","","","","£124,897.18","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,748.69","","","","£21,080.10","£0.00","","Uncapped","£9,367.80","Uncapped","£41.89","£30,489.79","£172,238.48"
"Nicola Blackwood","Oxford West and Abingdon CC","","","£16,051.21","£0.00","","","","£130,495.02","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,546.23","","","","£19,010.49","£0.00","","Uncapped","£920.20","Uncapped","£0.00","£19,930.69","£166,476.92"
"Nigel Adams","Selby and Ainsty CC","","","£10,520.02","£0.00","","","","£104,249.84","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£114,769.86","","","","£27,345.89","£0.00","","Uncapped","£11,309.09","Uncapped","£0.00","£38,654.98","£153,424.84"
"Nigel Dodds","Belfast North","","","£15,504.42","£0.00","","","","£85,729.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£101,233.83","","","","£18,989.72","£0.00","","Uncapped","£19,718.82","Uncapped","£297.00","£39,005.54","£140,239.37"
"Nigel Evans","Ribble Valley CC","","","£13,376.15","£0.00","","","","£112,625.95","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,002.10","","","","£18,206.23","£0.00","","Uncapped","£9,354.97","Uncapped","£0.00","£27,561.20","£153,563.30"
"Nigel Mills","Amber Valley CC","","","£12,825.72","£0.00","","","","£105,977.02","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£118,802.74","","","","£9,456.60","£0.00","","Uncapped","£4,939.00","Uncapped","£0.00","£14,395.60","£133,198.34"
"Norman Baker","Lewes CC","","","£25,422.41","£0.00","","","","£133,019.65","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,442.06","","","","£20,000.00","£0.00","","Uncapped","£3,793.38","Uncapped","£0.00","£23,793.38","£182,235.44"
"Norman Lamb","North Norfolk CC","","","£19,655.34","£0.00","","","","£131,551.44","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,206.78","","","","£10,926.00","£0.00","","Uncapped","£4,979.00","Uncapped","£690.04","£16,595.04","£167,801.82"
"Oliver Colvile","Plymouth, Sutton and Devonport BC","","","£15,704.29","£0.00","","","","£129,188.89","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,893.18","","","","£2,400.11","£0.00","","Uncapped","£9,171.65","Uncapped","£0.00","£11,571.76","£156,464.94"
"Oliver Heald","North East Hertfordshire CC","","","£20,619.25","£0.00","","","","£114,898.19","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,517.44","","","","£2,770.72","£0.00","","Uncapped","£2,502.20","Uncapped","£0.00","£5,272.92","£140,790.36"
"Oliver Letwin","West Dorset CC","","","£9,090.33","£0.00","","","","£116,618.90","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,709.23","","","","£0.00","£0.00","","Uncapped","£1,602.54","Uncapped","£0.00","£1,602.54","£127,311.77"
"Owen Paterson","North Shropshire CC","","","£13,446.62","£0.00","","","","£106,610.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£120,057.12","","","","£4,912.01","£0.00","","Uncapped","£1,659.60","Uncapped","£0.00","£6,571.61","£126,628.73"
"Owen Smith","Pontypridd CC","","","£18,929.64","£0.00","","","","£125,230.61","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,160.25","","","","£22,851.79","£0.00","","Uncapped","£7,574.90","Uncapped","£0.00","£30,426.69","£174,586.94"
"Pamela Nash","Airdrie and Shotts CC","","","£22,991.97","£0.00","","","","£117,103.92","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,095.89","","","","£17,647.95","£0.00","","Uncapped","£18,979.47","Uncapped","£282.25","£36,909.67","£177,005.56"
"Pat Doherty","West Tyrone","","","£11,041.86","£0.00","","","","£135,048.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,089.86","","","","£0.00","£0.00","","Uncapped","£1,659.87","Uncapped","£0.00","£1,659.87","£147,749.73"
"Pat Glass","North West Durham CC","","","£21,107.43","£0.00","","","","£116,369.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,476.44","","","","£17,587.23","£0.00","","Uncapped","£11,890.71","Uncapped","-£6.71","£29,471.23","£166,947.67"
"Pat McFadden","Wolverhampton South East BC","","","£21,817.99","£0.00","","","","£111,423.76","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,241.75","","","","£9,261.32","£0.00","","Uncapped","£6,180.06","Uncapped","£0.00","£15,441.38","£148,683.13"
"Patrick McLoughlin","Derbyshire Dales CC","","","£17,401.74","£0.00","","","","£108,643.85","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,045.59","","","","£8,575.62","£0.00","","Uncapped","£11,829.20","Uncapped","£6,136.08","£26,540.90","£152,586.49"
"Patrick Mercer","Newark CC","","","£13,982.55","£0.00","","","","£107,639.95","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£121,622.50","","","","£4,315.50","£0.00","","Uncapped","£12,804.68","Uncapped","£0.00","£17,120.18","£138,742.68"
"Paul Beresford","Mole Valley CC","","","£6,683.11","£0.00","","","","£111,038.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£117,721.11","","","","£0.00","£0.00","","Uncapped","£500.40","Uncapped","£0.00","£500.40","£118,221.51"
"Paul Blomfield","Sheffield Central BC","","","£21,990.84","£0.00","","","","£132,152.40","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,143.24","","","","£19,994.67","£0.00","","Uncapped","£6,104.72","Uncapped","£0.00","£26,099.39","£180,242.63"
"Paul Burstow","Sutton and Cheam BC","","","£22,209.30","£0.00","","","","£140,535.19","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,744.49","","","","£0.00","£0.00","","Uncapped","£17.00","Uncapped","£0.00","£17.00","£162,761.49"
"Paul Farrelly","Newcastle-under-Lyme BC","","","£21,980.25","£0.00","","","","£133,589.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,570.19","","","","£6,143.11","£0.00","","Uncapped","£14,453.46","Uncapped","£0.00","£20,596.57","£176,166.76"
"Paul Flynn","Newport West CC","","","£8,328.05","£0.00","","","","£125,550.96","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,879.01","","","","£3,849.68","£0.00","","Uncapped","£5,521.69","Uncapped","£0.00","£9,371.37","£143,250.38"
"Paul Goggins","Wythenshawe and Sale East BC","","","£21,802.78","£0.00","","","","£119,485.93","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,288.71","","","","£14,879.78","£0.00","","Uncapped","£10,634.15","Uncapped","£1,117.43","£26,631.36","£167,920.07"
"Paul Maskey","Belfast West","","","£16,357.57","£0.00","","","","£105,967.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,325.37","","","","£0.00","£0.00","","Uncapped","£1,892.82","Uncapped","£0.00","£1,892.82","£124,218.19"
"Paul Maynard","Blackpool North and Cleveleys BC","","","£23,240.90","£0.00","","","","£139,333.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,574.10","","","","£10,851.95","£0.00","","Uncapped","£16,826.50","Uncapped","£0.00","£27,678.45","£190,252.55"
"Paul Murphy","Torfaen CC","","","£20,895.56","£0.00","","","","£115,402.69","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,298.25","","","","£8,243.03","£0.00","","Uncapped","£6,742.35","Uncapped","£0.00","£14,985.38","£151,283.63"
"Paul Uppal","Wolverhampton South West BC","","","£14,655.00","£0.00","","","","£125,358.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,013.50","","","","£13,350.00","£0.00","","Uncapped","£4,434.65","Uncapped","£0.00","£17,784.65","£157,798.15"
"Pauline Latham","Mid Derbyshire CC","","","£21,017.72","£0.00","","","","£104,167.65","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,185.37","","","","£9,055.00","£0.00","","Uncapped","£8,132.06","Uncapped","£0.00","£17,187.06","£142,372.43"
"Penny Mordaunt","Portsmouth North BC","","","£21,438.77","£0.00","","","","£129,825.06","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,263.83","","","","£24,532.20","£0.00","","Uncapped","£5,446.20","Uncapped","£710.00","£30,688.40","£181,952.23"
"Pete Wishart","Perth and North Perthshire CC","","","£22,144.03","£0.00","","","","£110,869.92","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,013.95","","","","£20,124.84","£0.00","","Uncapped","£22,348.66","Uncapped","£42.03","£42,515.53","£175,529.48"
"Peter Aldous","Waveney CC","","","£21,887.96","£0.00","","","","£127,370.77","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£149,258.73","","","","£21,044.94","£0.00","","Uncapped","£377.25","Uncapped","£0.00","£21,422.19","£170,680.92"
"Peter Bone","Wellingborough CC","","","£19,908.48","£0.00","","","","£131,931.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,839.48","","","","£17,607.38","£0.00","","Uncapped","£11,127.78","Uncapped","£0.00","£28,735.16","£180,574.64"
"Peter Bottomley","Worthing West BC","","","£3,103.42","£0.00","","","","£88,527.91","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£91,631.33","","","","£0.00","£0.00","","Uncapped","£132.49","Uncapped","£0.00","£132.49","£91,763.82"
"Peter Hain","Neath CC","","","£19,844.75","£0.00","","","","£142,459.84","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,304.59","","","","£11,760.57","£0.00","","Uncapped","£9,115.75","Uncapped","£0.00","£20,876.32","£183,180.91"
"Peter Lilley","Hitchin and Harpenden CC","","","£13,220.32","£0.00","","","","£116,744.58","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£129,964.90","","","","£1,268.99","£0.00","","Uncapped","£785.37","Uncapped","£0.00","£2,054.36","£132,019.26"
"Peter Luff","Mid Worcestershire CC","","","£8,635.20","£0.00","","","","£98,642.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£107,277.86","","","","£21,603.33","£0.00","","Uncapped","£7,378.20","Uncapped","£0.00","£28,981.53","£136,259.39"
"Peter Soulsby","Leicester South BC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£160.60","Uncapped","£0.00","£160.60","£160.60"
"Peter Tapsell","Louth and Horncastle CC","","","£10,737.50","£0.00","","","","£131,395.16","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,132.66","","","","£20,000.00","£0.00","","Uncapped","£5,989.78","Uncapped","£0.00","£25,989.78","£168,122.44"
"Phil Wilson","Sedgefield CC","","","£23,542.82","£0.00","","","","£118,018.72","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,561.54","","","","£19,357.33","£0.00","","Uncapped","£18,191.10","Uncapped","£0.00","£37,548.43","£179,109.97"
"Philip Davies","Shipley CC","","","£10,346.31","£0.00","","","","£125,140.39","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,486.70","","","","£20,000.00","£0.00","","Uncapped","£8,810.95","Uncapped","£0.00","£28,810.95","£164,297.65"
"Philip Dunne","Ludlow CC","","","£14,030.87","£0.00","","","","£97,360.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£111,391.50","","","","£0.00","£0.00","","Uncapped","£4,354.35","Uncapped","£0.00","£4,354.35","£115,745.85"
"Philip Hammond","Runnymede and Weybridge CC","","","£4,202.40","£0.00","","","","£54,546.53","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£58,748.93","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£58,748.93"
"Philip Hollobone","Kettering CC","","","£4,680.34","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,680.34","","","","£0.00","£0.00","","Uncapped","£4,798.50","Uncapped","£0.00","£4,798.50","£9,478.84"
"Phillip Lee","Bracknell CC","","","£19,674.72","£0.00","","","","£117,690.53","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,365.25","","","","£19,920.70","£0.00","","Uncapped","£2,518.02","Uncapped","£0.00","£22,438.72","£159,803.97"
"Priti Patel","Witham CC","","","£16,180.84","£0.00","","","","£110,414.14","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,594.98","","","","£0.00","£0.00","","Uncapped","£6,241.57","Uncapped","£0.00","£6,241.57","£132,836.55"
