Person ID,First name,Last name,Party,Constituency,URI
10367,Tony,Lloyd,Labour,Manchester Central,https://www.theyworkforyou.com/mp/10367/tony_lloyd/manchester_central
10632,John,Whittingdale,Conservative,Maldon,https://www.theyworkforyou.com/mp/10632/john_whittingdale/maldon
24805,Yvonne,Fovargue,Labour,Makerfield,https://www.theyworkforyou.com/mp/24805/yvonne_fovargue/makerfield
24796,Helen,Grant,Conservative,Maidstone and The Weald,https://www.theyworkforyou.com/mp/24796/helen_grant/maidstone_and_the_weald
10426,Theresa,May,Conservative,Maidenhead,https://www.theyworkforyou.com/mp/10426/theresa_may/maidenhead
24820,David,Rutley,Conservative,Macclesfield,https://www.theyworkforyou.com/mp/24820/david_rutley/macclesfield
24847,Gavin,Shuker,Labour,Luton South,https://www.theyworkforyou.com/mp/24847/gavin_shuker/luton_south
10288,Kelvin,Hopkins,Labour,Luton North,https://www.theyworkforyou.com/mp/10288/kelvin_hopkins/luton_north
11696,Philip,Dunne,Conservative,Ludlow,https://www.theyworkforyou.com/mp/11696/philip_dunne/ludlow
10583,Peter,Tapsell,Conservative,Louth and Horncastle,https://www.theyworkforyou.com/mp/10583/peter_tapsell/louth_and_horncastle
24732,Nicky,Morgan,Conservative,Loughborough,https://www.theyworkforyou.com/mp/24732/nicky_morgan/loughborough
11692,Nia,Griffith,Labour,Llanelli,https://www.theyworkforyou.com/mp/11692/nia_griffith/llanelli
24735,Graeme,Morrice,Labour,Livingston,https://www.theyworkforyou.com/mp/24735/graeme_morrice/livingston
10611,Stephen,Twigg,Labour,"Liverpool, West Derby",https://www.theyworkforyou.com/mp/10611/stephen_twigg/liverpool%2C_west_derby
24924,Luciana,Berger,Labour,"Liverpool, Wavertree",https://www.theyworkforyou.com/mp/24924/luciana_berger/liverpool%2C_wavertree
24935,Steve,Rotheram,Labour,"Liverpool, Walton",https://www.theyworkforyou.com/mp/24935/steve_rotheram/liverpool%2C_walton
10186,Louise,Ellman,Labour,"Liverpool, Riverside",https://www.theyworkforyou.com/mp/10186/louise_ellman/liverpool%2C_riverside
10128,Michael,Connarty,Labour,Linlithgow and East Falkirk,https://www.theyworkforyou.com/mp/10128/michael_connarty/linlithgow_and_east_falkirk
24790,Karl,McCartney,Conservative,Lincoln,https://www.theyworkforyou.com/mp/24790/karl_mccartney/lincoln
10193,Michael,Fabricant,Conservative,Lichfield,https://www.theyworkforyou.com/mp/10193/michael_fabricant/lichfield
10143,John,Cryer,Labour,Leyton and Wanstead,https://www.theyworkforyou.com/mp/10143/john_cryer/leyton_and_wanstead
10519,Joan,Ruddock,Labour,"Lewisham, Deptford",https://www.theyworkforyou.com/mp/10519/joan_ruddock/lewisham%2C_deptford
10176,Jim,Dowd,Labour,Lewisham West and Penge,https://www.theyworkforyou.com/mp/10176/jim_dowd/lewisham_west_and_penge
24953,Heidi,Alexander,Labour,Lewisham East,https://www.theyworkforyou.com/mp/24953/heidi_alexander/lewisham_east
10022,Norman,Baker,Liberal Democrat,Lewes,https://www.theyworkforyou.com/mp/10022/norman_baker/lewes
10766,Andy,Burnham,Labour,Leigh,https://www.theyworkforyou.com/mp/10766/andy_burnham/leigh
24816,Liz,Kendall,Labour,Leicester West,https://www.theyworkforyou.com/mp/24816/liz_kendall/leicester_west
11675,Peter,Soulsby,Labour,Leicester South,https://www.theyworkforyou.com/mp/11675/peter_soulsby/leicester_south
10614,Keith,Vaz,Labour,Leicester East,https://www.theyworkforyou.com/mp/10614/keith_vaz/leicester_east
24851,Rachel,Reeves,Labour,Leeds West,https://www.theyworkforyou.com/mp/24851/rachel_reeves/leeds_west
11672,Greg,Mulholland,Liberal Democrat,Leeds North West,https://www.theyworkforyou.com/mp/11672/greg_mulholland/leeds_north_west
10256,Fabian,Hamilton,Labour,Leeds North East,https://www.theyworkforyou.com/mp/10256/fabian_hamilton/leeds_north_east
10450,George,Mudie,Labour,Leeds East,https://www.theyworkforyou.com/mp/10450/george_mudie/leeds_east
10669,Hilary,Benn,Labour,Leeds Central,https://www.theyworkforyou.com/mp/10669/hilary_benn/leeds_central
24967,Eric,Ollerenshaw,Conservative,Lancaster and Fleetwood,https://www.theyworkforyou.com/mp/24967/eric_ollerenshaw/lancaster_and_fleetwood
10285,Jimmy,Hood,Labour,Lanark and Hamilton East,https://www.theyworkforyou.com/mp/10285/jimmy_hood/lanark_and_hamilton_east
10172,Jeffrey M.,Donaldson,DUP,Lagan Valley,https://www.theyworkforyou.com/mp/10172/jeffrey_m._donaldson/lagan_valley
10292,George,Howarth,Labour,Knowsley,https://www.theyworkforyou.com/mp/10292/george_howarth/knowsley
10068,Gordon,Brown,Labour,Kirkcaldy and Cowdenbeath,https://www.theyworkforyou.com/mp/10068/gordon_brown/kirkcaldy_and_cowdenbeath
24713,Chris,Skidmore,Conservative,Kingswood,https://www.theyworkforyou.com/mp/24713/chris_skidmore/kingswood
10314,Alan,Johnson,Labour,Kingston upon Hull West and Hessle,https://www.theyworkforyou.com/mp/10314/alan_johnson/kingston_upon_hull_west_and_hessle
11647,Diana R.,Johnson,Labour,Kingston upon Hull North,https://www.theyworkforyou.com/mp/11647/diana_r._johnson/kingston_upon_hull_north
24767,Karl,Turner,Labour,Kingston upon Hull East,https://www.theyworkforyou.com/mp/24767/karl_turner/kingston_upon_hull_east
10155,Edward,Davey,Liberal Democrat,Kingston and Surbiton,https://www.theyworkforyou.com/mp/10155/edward_davey/kingston_and_surbiton
24726,Cathy,Jamieson,Labour,Kilmarnock and Loudoun,https://www.theyworkforyou.com/mp/24726/cathy_jamieson/kilmarnock_and_loudoun
11661,Philip,Hollobone,Conservative,Kettering,https://www.theyworkforyou.com/mp/11661/philip_hollobone/kettering
11660,Malcolm,Rifkind,Conservative,Kensington,https://www.theyworkforyou.com/mp/11660/malcolm_rifkind/kensington
11791,Jeremy,Wright,Conservative,Kenilworth and Southam,https://www.theyworkforyou.com/mp/11791/jeremy_wright/kenilworth_and_southam
24923,Kris,Hopkins,Conservative,Keighley,https://www.theyworkforyou.com/mp/24923/kris_hopkins/keighley
10274,Stephen,Hepburn,Labour,Jarrow,https://www.theyworkforyou.com/mp/10274/stephen_hepburn/jarrow
24721,Chris,Evans,Labour,Islwyn,https://www.theyworkforyou.com/mp/24721/chris_evans/islwyn
11656,Emily,Thornberry,Labour,Islington South and Finsbury,https://www.theyworkforyou.com/mp/11656/emily_thornberry/islington_south_and_finsbury
10133,Jeremy,Corbyn,Labour,Islington North,https://www.theyworkforyou.com/mp/10133/jeremy_corbyn/islington_north
11291,Andrew,Turner,Conservative,Isle of Wight,https://www.theyworkforyou.com/mp/11291/andrew_turner/isle_of_wight
24922,Ben,Gummer,Conservative,Ipswich,https://www.theyworkforyou.com/mp/24922/ben_gummer/ipswich
11995,Danny,Alexander,Liberal Democrat,"Inverness, Nairn, Badenoch and Strathspey",https://www.theyworkforyou.com/mp/11995/danny_alexander/inverness%2C_nairn%2C_badenoch_and_strathspey
10775,David,Cairns,Labour,Inverclyde,https://www.theyworkforyou.com/mp/10775/david_cairns/inverclyde
10219,Mike,Gapes,Labour,Ilford South,https://www.theyworkforyou.com/mp/10219/mike_gapes/ilford_south
11651,Lee,Scott,Conservative,Ilford North,https://www.theyworkforyou.com/mp/11651/lee_scott/ilford_north
24835,Graham,Jones,Labour,Hyndburn,https://www.theyworkforyou.com/mp/24835/graham_jones/hyndburn
10854,Jonathan,Djanogly,Conservative,Huntingdon,https://www.theyworkforyou.com/mp/10854/jonathan_djanogly/huntingdon
10534,Barry,Sheerman,Labour,Huddersfield,https://www.theyworkforyou.com/mp/10534/barry_sheerman/huddersfield
24889,Mike,Weatherley,Conservative,Hove,https://www.theyworkforyou.com/mp/24889/mike_weatherley/hove
24709,Bridget,Phillipson,Labour,Houghton and Sunderland South,https://www.theyworkforyou.com/mp/24709/bridget_phillipson/houghton_and_sunderland_south
10423,Francis,Maude,Conservative,Horsham,https://www.theyworkforyou.com/mp/10423/francis_maude/horsham
11641,Lynne,Featherstone,Liberal Democrat,Hornsey and Wood Green,https://www.theyworkforyou.com/mp/11641/lynne_featherstone/hornsey_and_wood_green
11308,Angela,Watkinson,Conservative,Hornchurch and Upminster,https://www.theyworkforyou.com/mp/11308/angela_watkinson/hornchurch_and_upminster
10171,Frank,Dobson,Labour,Holborn and St Pancras,https://www.theyworkforyou.com/mp/10171/frank_dobson/holborn_and_st_pancras
10362,Peter,Lilley,Conservative,Hitchin and Harpenden,https://www.theyworkforyou.com/mp/10362/peter_lilley/hitchin_and_harpenden
24748,Andrew,Bingham,Conservative,High Peak,https://www.theyworkforyou.com/mp/24748/andrew_bingham/high_peak
10170,Jim,Dobbin,Labour,Heywood and Middleton,https://www.theyworkforyou.com/mp/10170/jim_dobbin/heywood_and_middleton
24962,Guy,Opperman,Conservative,Hexham,https://www.theyworkforyou.com/mp/24962/guy_opperman/hexham
10106,James,Clappison,Conservative,Hertsmere,https://www.theyworkforyou.com/mp/10106/james_clappison/hertsmere
11172,Mark,Prisk,Conservative,Hertford and Stortford,https://www.theyworkforyou.com/mp/11172/mark_prisk/hertford_and_stortford
24827,Jesse,Norman,Conservative,Hereford and South Herefordshire,https://www.theyworkforyou.com/mp/24827/jesse_norman/hereford_and_south_herefordshire
14131,John,Howell,Conservative,Henley,https://www.theyworkforyou.com/mp/14131/john_howell/henley
24955,Matthew,Offord,Conservative,Hendon,https://www.theyworkforyou.com/mp/24955/matthew_offord/hendon
10604,Jon,Trickett,Labour,Hemsworth,https://www.theyworkforyou.com/mp/10604/jon_trickett/hemsworth
11626,Mike,Penning,Conservative,Hemel Hempstead,https://www.theyworkforyou.com/mp/11626/mike_penning/hemel_hempstead
10578,Andrew,Stunell,Liberal Democrat,Hazel Grove,https://www.theyworkforyou.com/mp/10578/andrew_stunell/hazel_grove
10383,John Martin,McDonnell,Labour,Hayes and Harlington,https://www.theyworkforyou.com/mp/10383/john_martin_mcdonnell/hayes_and_harlington
10637,David,Willetts,Conservative,Havant,https://www.theyworkforyou.com/mp/10637/david_willetts/havant
24795,Amber,Rudd,Conservative,Hastings and Rye,https://www.theyworkforyou.com/mp/24795/amber_rudd/hastings_and_rye
10312,Bernard,Jenkin,Conservative,Harwich and North Essex,https://www.theyworkforyou.com/mp/10312/bernard_jenkin/harwich_and_north_essex
11362,Iain,Wright,Labour,Hartlepool,https://www.theyworkforyou.com/mp/11362/iain_wright/hartlepool
10594,Gareth,Thomas,Labour,Harrow West,https://www.theyworkforyou.com/mp/10594/gareth_thomas/harrow_west
24945,Bob,Blackman,Conservative,Harrow East,https://www.theyworkforyou.com/mp/24945/bob_blackman/harrow_east
24758,Andrew,Jones,Conservative,Harrogate and Knaresborough,https://www.theyworkforyou.com/mp/24758/andrew_jones/harrogate_and_knaresborough
24784,Robert,Halfon,Conservative,Harlow,https://www.theyworkforyou.com/mp/24784/robert_halfon/harlow
10221,Edward,Garnier,Conservative,Harborough,https://www.theyworkforyou.com/mp/10221/edward_garnier/harborough
10308,Glenda,Jackson,Labour,Hampstead and Kilburn,https://www.theyworkforyou.com/mp/10308/glenda_jackson/hampstead_and_kilburn
11559,Andrew,Slaughter,Labour,Hammersmith,https://www.theyworkforyou.com/mp/11559/andrew_slaughter/hammersmith
10610,Derek,Twigg,Labour,Halton,https://www.theyworkforyou.com/mp/10610/derek_twigg/halton
10162,David,Davis,Conservative,Haltemprice and Howden,https://www.theyworkforyou.com/mp/10162/david_davis/haltemprice_and_howden
11607,Linda,Riordan,Labour,Halifax,https://www.theyworkforyou.com/mp/11607/linda_riordan/halifax
24855,James,Morris,Conservative,Halesowen and Rowley Regis,https://www.theyworkforyou.com/mp/24855/james_morris/halesowen_and_rowley_regis
11605,Meg,Hillier,Labour,Hackney South and Shoreditch,https://www.theyworkforyou.com/mp/11605/meg_hillier/hackney_south_and_shoreditch
10001,Diane,Abbott,Labour,Hackney North and Stoke Newington,https://www.theyworkforyou.com/mp/10001/diane_abbott/hackney_north_and_stoke_newington
11603,Anne,Milton,Conservative,Guildford,https://www.theyworkforyou.com/mp/11603/anne_milton/guildford
10498,Nick,Raynsford,Labour,Greenwich and Woolwich,https://www.theyworkforyou.com/mp/10498/nick_raynsford/greenwich_and_woolwich
24879,Brandon,Lewis,Conservative,Great Yarmouth,https://www.theyworkforyou.com/mp/24879/brandon_lewis/great_yarmouth
10436,Austin,Mitchell,Labour,Great Grimsby,https://www.theyworkforyou.com/mp/10436/austin_mitchell/great_grimsby
11599,Adam,Holloway,Conservative,Gravesham,https://www.theyworkforyou.com/mp/11599/adam_holloway/gravesham
24766,Nicholas,Boles,Conservative,Grantham and Stamford,https://www.theyworkforyou.com/mp/24766/nicholas_boles/grantham_and_stamford
10096,Martin,Caton,Labour,Gower,https://www.theyworkforyou.com/mp/10096/martin_caton/gower
24873,Caroline,Dinenage,Conservative,Gosport,https://www.theyworkforyou.com/mp/24873/caroline_dinenage/gosport
10074,Malcolm,Bruce,Liberal Democrat,Gordon,https://www.theyworkforyou.com/mp/10074/malcolm_bruce/gordon
24921,Richard,Graham,Conservative,Gloucester,https://www.theyworkforyou.com/mp/24921/richard_graham/gloucester
14142,Lindsay,Roy,Labour,Glenrothes,https://www.theyworkforyou.com/mp/14142/lindsay_roy/glenrothes
10157,Ian,Davidson,Labour,Glasgow South West,https://www.theyworkforyou.com/mp/10157/ian_davidson/glasgow_south_west
10941,Tom,Harris,Labour,Glasgow South,https://www.theyworkforyou.com/mp/10941/tom_harris/glasgow_south
10684,John,Robertson,Labour,Glasgow North West,https://www.theyworkforyou.com/mp/10684/john_robertson/glasgow_north_west
24697,William,Bain,Labour,Glasgow North East,https://www.theyworkforyou.com/mp/24697/william_bain/glasgow_north_east
11076,Ann,McKechin,Labour,Glasgow North,https://www.theyworkforyou.com/mp/11076/ann_mckechin/glasgow_north
24734,Margaret,Curran,Labour,Glasgow East,https://www.theyworkforyou.com/mp/24734/margaret_curran/glasgow_east
24738,Anas,Sarwar,Labour,Glasgow Central,https://www.theyworkforyou.com/mp/24738/anas_sarwar/glasgow_central
24920,Rehman,Chishti,Conservative,Gillingham and Rainham,https://www.theyworkforyou.com/mp/24920/rehman_chishti/gillingham_and_rainham
10121,Vernon,Coaker,Labour,Gedling,https://www.theyworkforyou.com/mp/10121/vernon_coaker/gedling
24919,Ian,Mearns,Labour,Gateshead,https://www.theyworkforyou.com/mp/24919/ian_mearns/gateshead
10183,Maria,Eagle,Labour,Garston and Halewood,https://www.theyworkforyou.com/mp/10183/maria_eagle/garston_and_halewood
10352,Edward,Leigh,Conservative,Gainsborough,https://www.theyworkforyou.com/mp/10352/edward_leigh/gainsborough
24804,Mark,Menzies,Conservative,Fylde,https://www.theyworkforyou.com/mp/24804/mark_menzies/fylde
11589,Mark,Durkan,Social Democratic and Labour Party,Foyle,https://www.theyworkforyou.com/mp/11589/mark_durkan/foyle
11588,Mark,Harper,Conservative,Forest of Dean,https://www.theyworkforyou.com/mp/11588/mark_harper/forest_of_dean
24744,Damian,Collins,Conservative,Folkestone and Hythe,https://www.theyworkforyou.com/mp/24744/damian_collins/folkestone_and_hythe
24934,Mike,Freer,Conservative,Finchley and Golders Green,https://www.theyworkforyou.com/mp/24934/mike_freer/finchley_and_golders_green
24716,Jack,Lopresti,Conservative,Filton and Bradley Stoke,https://www.theyworkforyou.com/mp/24716/jack_lopresti/filton_and_bradley_stoke
10913,Michelle,Gildernew,Sinn Fein,Fermanagh and South Tyrone,https://www.theyworkforyou.com/mp/10913/michelle_gildernew/fermanagh_and_south_tyrone
10329,Alan,Keen,Labour,Feltham and Heston,https://www.theyworkforyou.com/mp/10329/alan_keen/feltham_and_heston
11190,Hugh,Robertson,Conservative,Faversham and Mid Kent,https://www.theyworkforyou.com/mp/11190/hugh_robertson/faversham_and_mid_kent
10964,Mark,Hoban,Conservative,Fareham,https://www.theyworkforyou.com/mp/10964/mark_hoban/fareham
10685,Eric,Joyce,Labour,Falkirk,https://www.theyworkforyou.com/mp/10685/eric_joyce/falkirk
10061,Ben,Bradshaw,Labour,Exeter,https://www.theyworkforyou.com/mp/10061/ben_bradshaw/exeter
24815,Dominic,Raab,Conservative,Esher and Walton,https://www.theyworkforyou.com/mp/24815/dominic_raab/esher_and_walton
24956,Teresa,Pearce,Labour,Erith and Thamesmead,https://www.theyworkforyou.com/mp/24956/teresa_pearce/erith_and_thamesmead
24757,Jessica,Lee,Conservative,Erewash,https://www.theyworkforyou.com/mp/24757/jessica_lee/erewash
10920,Chris,Grayling,Conservative,Epsom and Ewell,https://www.theyworkforyou.com/mp/10920/chris_grayling/epsom_and_ewell
10348,Eleanor,Laing,Conservative,Epping Forest,https://www.theyworkforyou.com/mp/10348/eleanor_laing/epping_forest
11573,David,Burrowes,Conservative,"Enfield, Southgate",https://www.theyworkforyou.com/mp/11573/david_burrowes/enfield%2C_southgate
24859,Nick,de Bois,Conservative,Enfield North,https://www.theyworkforyou.com/mp/24859/nick_de_bois/enfield_north
10185,Clive,Efford,Labour,Eltham,https://www.theyworkforyou.com/mp/10185/clive_efford/eltham
24893,Alec,Shelbrooke,Conservative,Elmet and Rothwell,https://www.theyworkforyou.com/mp/24893/alec_shelbrooke/elmet_and_rothwell
10435,Andrew,Miller,Labour,Ellesmere Port and Neston,https://www.theyworkforyou.com/mp/10435/andrew_miller/ellesmere_port_and_neston
10372,Andrew,Love,Labour,Edmonton,https://www.theyworkforyou.com/mp/10372/andrew_love/edmonton
24794,Michael,Crockart,Liberal Democrat,Edinburgh West,https://www.theyworkforyou.com/mp/24794/michael_crockart/edinburgh_west
10153,Alistair,Darling,Labour,Edinburgh South West,https://www.theyworkforyou.com/mp/10153/alistair_darling/edinburgh_south_west
24872,Ian,Murray,Labour,Edinburgh South,https://www.theyworkforyou.com/mp/24872/ian_murray/edinburgh_south
11038,Mark,Lazarowicz,Labour,Edinburgh North and Leith,https://www.theyworkforyou.com/mp/11038/mark_lazarowicz/edinburgh_north_and_leith
24763,Sheila,Gilmore,Labour,Edinburgh East,https://www.theyworkforyou.com/mp/24763/sheila_gilmore/edinburgh_east
10670,Stephen,O'Brien,Conservative,Eddisbury,https://www.theyworkforyou.com/mp/10670/stephen_o%27brien/eddisbury
11565,Christopher,Huhne,Liberal Democrat,Eastleigh,https://www.theyworkforyou.com/mp/11565/christopher_huhne/eastleigh
24754,Stephen,Lloyd,Liberal Democrat,Eastbourne,https://www.theyworkforyou.com/mp/24754/stephen_lloyd/eastbourne
11026,Greg,Knight,Conservative,East Yorkshire,https://www.theyworkforyou.com/mp/11026/greg_knight/east_yorkshire
10371,Tim,Loughton,Conservative,East Worthing and Shoreham,https://www.theyworkforyou.com/mp/10371/tim_loughton/east_worthing_and_shoreham
24789,Sam,Gyimah,Conservative,East Surrey,https://www.theyworkforyou.com/mp/24789/sam_gyimah/east_surrey
10453,Jim,Murphy,Labour,East Renfrewshire,https://www.theyworkforyou.com/mp/10453/jim_murphy/east_renfrewshire
24723,Fiona,O'Donnell,Labour,East Lothian,https://www.theyworkforyou.com/mp/24723/fiona_o%27donnell/east_lothian
10780,Gregory,Campbell,DUP,East Londonderry,https://www.theyworkforyou.com/mp/10780/gregory_campbell/east_londonderry
24717,Michael,McCann,Labour,"East Kilbride, Strathaven and Lesmahagow",https://www.theyworkforyou.com/mp/24717/michael_mccann/east_kilbride%2C_strathaven_and_lesmahagow
24782,Damian,Hinds,Conservative,East Hampshire,https://www.theyworkforyou.com/mp/24782/damian_hinds/east_hampshire
10596,Stephen,Timms,Labour,East Ham,https://www.theyworkforyou.com/mp/10596/stephen_timms/east_ham
11971,Jo,Swinson,Liberal Democrat,East Dunbartonshire,https://www.theyworkforyou.com/mp/11971/jo_swinson/east_dunbartonshire
11265,Hugo,Swire,Conservative,East Devon,https://www.theyworkforyou.com/mp/11265/hugo_swire/east_devon
11374,Sammy,Wilson,DUP,East Antrim,https://www.theyworkforyou.com/mp/11374/sammy_wilson/east_antrim
24715,Grahame,Morris,Labour,Easington,https://www.theyworkforyou.com/mp/24715/grahame_morris/easington
13934,Virendra,Sharma,Labour,"Ealing, Southall",https://www.theyworkforyou.com/mp/13934/virendra_sharma/ealing%2C_southall
10484,Steve,Pound,Labour,Ealing North,https://www.theyworkforyou.com/mp/10484/steve_pound/ealing_north
24952,Angie,Bray,Conservative,Ealing Central and Acton,https://www.theyworkforyou.com/mp/24952/angie_bray/ealing_central_and_acton
10368,Elfyn,Llwyd,Plaid Cymru,Dwyfor Meirionnydd,https://www.theyworkforyou.com/mp/10368/elfyn_llwyd/dwyfor_meirionnydd
24730,Thomas,Docherty,Labour,Dunfermline and West Fife,https://www.theyworkforyou.com/mp/24730/thomas_docherty/dunfermline_and_west_fife
11974,Jim,McGovern,Labour,Dundee West,https://www.theyworkforyou.com/mp/11974/jim_mcgovern/dundee_west
11973,Stewart,Hosie,Scottish National Party,Dundee East,https://www.theyworkforyou.com/mp/11973/stewart_hosie/dundee_east
11970,David,Mundell,Conservative,"Dumfriesshire, Clydesdale and Tweeddale",https://www.theyworkforyou.com/mp/11970/david_mundell/dumfriesshire%2C_clydesdale_and_tweeddale
10070,Russell,Brown,Labour,Dumfries and Galloway,https://www.theyworkforyou.com/mp/10070/russell_brown/dumfries_and_galloway
10326,Tessa,Jowell,Labour,Dulwich and West Norwood,https://www.theyworkforyou.com/mp/10326/tessa_jowell/dulwich_and_west_norwood
24838,Chris,Kelly,Conservative,Dudley South,https://www.theyworkforyou.com/mp/24838/chris_kelly/dudley_south
11553,Ian,Austin,Labour,Dudley North,https://www.theyworkforyou.com/mp/11553/ian_austin/dudley_north
24777,Charlie,Elphicke,Conservative,Dover,https://www.theyworkforyou.com/mp/24777/charlie_elphicke/dover
11545,Ed,Miliband,Labour,Doncaster North,https://www.theyworkforyou.com/mp/11545/ed_miliband/doncaster_north
10648,Rosie,Winterton,Labour,Doncaster Central,https://www.theyworkforyou.com/mp/10648/rosie_winterton/doncaster_central
10202,Caroline,Flint,Labour,Don Valley,https://www.theyworkforyou.com/mp/10202/caroline_flint/don_valley
24858,Simon,Reevell,Conservative,Dewsbury,https://www.theyworkforyou.com/mp/24858/simon_reevell/dewsbury
24915,Claire,Perry,Conservative,Devizes,https://www.theyworkforyou.com/mp/24915/claire_perry/devizes
10397,Patrick,McLoughlin,Conservative,Derbyshire Dales,https://www.theyworkforyou.com/mp/10397/patrick_mcloughlin/derbyshire_dales
10031,Margaret,Beckett,Labour,Derby South,https://www.theyworkforyou.com/mp/10031/margaret_beckett/derby_south
24830,Chris,Williamson,Labour,Derby North,https://www.theyworkforyou.com/mp/24830/chris_williamson/derby_north
11531,Andrew,Gwynne,Labour,Denton and Reddish,https://www.theyworkforyou.com/mp/11531/andrew_gwynne/denton_and_reddish
10259,David,Hanson,Labour,Delyn,https://www.theyworkforyou.com/mp/10259/david_hanson/delyn
24841,Chris,Heaton-Harris,Conservative,Daventry,https://www.theyworkforyou.com/mp/24841/chris_heaton-harris/daventry
24803,Gareth,Johnson,Conservative,Dartford,https://www.theyworkforyou.com/mp/24803/gareth_johnson/dartford
24711,Jenny,Chapman,Labour,Darlington,https://www.theyworkforyou.com/mp/24711/jenny_chapman/darlington
10828,Jon,Cruddas,Labour,Dagenham and Rainham,https://www.theyworkforyou.com/mp/10828/jon_cruddas/dagenham_and_rainham
10120,Ann,Clwyd,Labour,Cynon Valley,https://www.theyworkforyou.com/mp/10120/ann_clwyd/cynon_valley
24733,Gregg,McClymont,Labour,"Cumbernauld, Kilsyth and Kirkintilloch East",https://www.theyworkforyou.com/mp/24733/gregg_mcclymont/cumbernauld%2C_kilsyth_and_kirkintilloch_east
10468,Richard,Ottaway,Conservative,Croydon South,https://www.theyworkforyou.com/mp/10468/richard_ottaway/croydon_south
10633,Malcolm,Wicks,Labour,Croydon North,https://www.theyworkforyou.com/mp/10633/malcolm_wicks/croydon_north
24863,Gavin,Barwell,Conservative,Croydon Central,https://www.theyworkforyou.com/mp/24863/gavin_barwell/croydon_central
14128,Edward,Timpson,Conservative,Crewe and Nantwich,https://www.theyworkforyou.com/mp/14128/edward_timpson/crewe_and_nantwich
24802,Henry,Smith,Conservative,Crawley,https://www.theyworkforyou.com/mp/24802/henry_smith/crawley
10147,Jim,Cunningham,Labour,Coventry South,https://www.theyworkforyou.com/mp/10147/jim_cunningham/coventry_south
10506,Geoffrey,Robinson,Labour,Coventry North West,https://www.theyworkforyou.com/mp/10506/geoffrey_robinson/coventry_north_west
10005,Bob,Ainsworth,Labour,Coventry North East,https://www.theyworkforyou.com/mp/10005/bob_ainsworth/coventry_north_east
24833,Louise,Mensch,Conservative,Corby,https://www.theyworkforyou.com/mp/24833/louise_mensch/corby
11511,Jamie,Reed,Labour,Copeland,https://www.theyworkforyou.com/mp/11511/jamie_reed/copeland
24857,Fiona,Bruce,Conservative,Congleton,https://www.theyworkforyou.com/mp/24857/fiona_bruce/congleton
24887,Jason,McCartney,Conservative,Colne Valley,https://www.theyworkforyou.com/mp/24887/jason_mccartney/colne_valley
10521,Bob,Russell,Liberal Democrat,Colchester,https://www.theyworkforyou.com/mp/10521/bob_russell/colchester
10116,Tom,Clarke,Labour,"Coatbridge, Chryston and Bellshill",https://www.theyworkforyou.com/mp/10116/tom_clarke/coatbridge%2C_chryston_and_bellshill
11506,David,Jones,Conservative,Clwyd West,https://www.theyworkforyou.com/mp/11506/david_jones/clwyd_west
24720,Susan Elan,Jones,Labour,Clwyd South,https://www.theyworkforyou.com/mp/24720/susan_elan_jones/clwyd_south
24814,Martin,Vickers,Conservative,Cleethorpes,https://www.theyworkforyou.com/mp/24814/martin_vickers/cleethorpes
11621,Douglas,Carswell,Conservative,Clacton,https://www.theyworkforyou.com/mp/11621/douglas_carswell/clacton
11558,Roberta,Blackman-Woods,Labour,City of Durham,https://www.theyworkforyou.com/mp/11558/roberta_blackman-woods/city_of_durham
24750,Stephen,Mosley,Conservative,City of Chester,https://www.theyworkforyou.com/mp/24750/stephen_mosley/city_of_chester
10884,Mark,Field,Conservative,Cities of London and Westminster,https://www.theyworkforyou.com/mp/10884/mark_field/cities_of_london_and_westminster
10103,Christopher,Chope,Conservative,Christchurch,https://www.theyworkforyou.com/mp/10103/christopher_chope/christchurch
10295,Lindsay,Hoyle,Labour,Chorley,https://www.theyworkforyou.com/mp/10295/lindsay_hoyle/chorley
11500,Theresa,Villiers,Conservative,Chipping Barnet,https://www.theyworkforyou.com/mp/11500/theresa_villiers/chipping_barnet
24865,Duncan,Hames,Liberal Democrat,Chippenham,https://www.theyworkforyou.com/mp/24865/duncan_hames/chippenham
10180,Iain,Duncan Smith,Conservative,Chingford and Woodford Green,https://www.theyworkforyou.com/mp/10180/iain_duncan_smith/chingford_and_woodford_green
10613,Andrew,Tyrie,Conservative,Chichester,https://www.theyworkforyou.com/mp/10613/andrew_tyrie/chichester
24845,Toby,Perkins,Labour,Chesterfield,https://www.theyworkforyou.com/mp/24845/toby_perkins/chesterfield
10228,Cheryl,Gillan,Conservative,Chesham and Amersham,https://www.theyworkforyou.com/mp/10228/cheryl_gillan/chesham_and_amersham
11494,Martin,Horwood,Liberal Democrat,Cheltenham,https://www.theyworkforyou.com/mp/11494/martin_horwood/cheltenham
11610,Greg,Hands,Conservative,Chelsea and Fulham,https://www.theyworkforyou.com/mp/11610/greg_hands/chelsea_and_fulham
10079,Simon,Burns,Conservative,Chelmsford,https://www.theyworkforyou.com/mp/10079/simon_burns/chelmsford
12016,Mark,Hunter,Liberal Democrat,Cheadle,https://www.theyworkforyou.com/mp/12016/mark_hunter/cheadle
24871,Tracey,Crouch,Conservative,Chatham and Aylesford,https://www.theyworkforyou.com/mp/24871/tracey_crouch/chatham_and_aylesford
10175,Stephen,Dorrell,Conservative,Charnwood,https://www.theyworkforyou.com/mp/10175/stephen_dorrell/charnwood
